rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,7513,Ionikos,https://media.api-sports.io/football/teams/7513.png,45,2,Super League 1: Relegation Round,WWWWW,up,,33,12,9,12,44,42,3,2,1,0,10,4,4,4,0,0,8,4
2,1124,OFI,https://media.api-sports.io/football/teams/1124.png,44,-5,Super League 1: Relegation Round,LWLDL,down,,33,11,11,11,40,45,4,1,0,3,4,6,3,1,1,1,3,7
3,955,Asteras Tripolis,https://media.api-sports.io/football/teams/955.png,41,-4,Super League 1: Relegation Round,DLLDL,same,,33,11,8,14,33,37,4,0,2,2,4,7,3,1,1,1,2,1
4,2110,Volos NFC,https://media.api-sports.io/football/teams/2110.png,40,-1,Super League 1: Relegation Round,WDDDW,same,,33,10,10,13,47,48,4,2,1,1,9,3,3,0,3,0,3,3
5,949,Panetolikos,https://media.api-sports.io/football/teams/949.png,37,-16,Super League 1: Relegation Round,LDWDL,same,,33,10,7,16,32,48,4,0,2,2,3,5,3,1,0,2,2,4
6,12260,Atromitos,https://media.api-sports.io/football/teams/12260.png,33,-19,Super League 1: Relegation Round,DLDDW,same,,33,8,9,16,33,52,3,1,1,1,2,2,4,1,3,0,4,3
7,956,Lamia,https://media.api-sports.io/football/teams/956.png,26,-20,Super League 1: Relegation Round,DDWLL,same,Relegation Play-off,33,6,8,19,24,44,3,0,1,2,1,3,4,2,1,1,4,4
8,951,Apollon Smirnis,https://media.api-sports.io/football/teams/951.png,22,-41,Super League 1: Relegation Round,DDLDW,same,Relegation,33,4,10,19,16,57,3,1,2,0,2,1,4,1,1,2,5,9
1,553,Olympiakos Piraeus,https://media.api-sports.io/football/teams/553.png,83,36,Super League 1: Championship Round,WDLWW,same,Promotion - Champions League (Qualification),36,25,8,3,62,26,5,2,2,1,8,7,5,3,1,1,7,5
2,619,PAOK,https://media.api-sports.io/football/teams/619.png,64,25,Super League 1: Championship Round,WDLLL,same,Promotion - Europa Conference League (Qualification),36,19,7,10,58,33,5,2,1,2,5,4,5,1,1,3,3,5
3,1123,Aris Thessalonikis,https://media.api-sports.io/football/teams/1123.png,62,11,Super League 1: Championship Round,WWWLL,up,Promotion - Europa Conference League (Qualification),36,18,8,10,39,28,5,2,2,1,4,3,5,3,0,2,7,4
4,617,Panathinaikos,https://media.api-sports.io/football/teams/617.png,61,26,Super League 1: Championship Round,LWWDW,down,,36,18,7,11,52,26,5,4,1,0,9,2,5,1,3,1,2,3
5,575,AEK Athens FC,https://media.api-sports.io/football/teams/575.png,56,14,Super League 1: Championship Round,LLWDD,same,,36,16,8,12,56,42,5,1,1,3,6,6,5,1,3,1,8,8
6,950,PAS Giannina,https://media.api-sports.io/football/teams/950.png,46,-8,Super League 1: Championship Round,LLLWL,same,,36,12,10,14,34,42,5,1,2,2,4,7,5,0,1,4,2,11
1,553,Olympiakos Piraeus,https://media.api-sports.io/football/teams/553.png,65,33,Super League 1: Regular Season,LWWWW,same,Championship Round,26,20,5,1,47,14,13,11,2,0,24,5,13,9,3,1,23,9
2,619,PAOK,https://media.api-sports.io/football/teams/619.png,53,26,Super League 1: Regular Season,WDDDW,same,Championship Round,26,16,5,5,50,24,13,8,3,2,25,13,13,8,2,3,25,11
3,575,AEK Athens FC,https://media.api-sports.io/football/teams/575.png,46,14,Super League 1: Regular Season,WDLWL,up,Championship Round,26,14,4,8,42,28,13,8,1,4,23,12,13,6,3,4,19,16
4,1123,Aris Thessalonikis,https://media.api-sports.io/football/teams/1123.png,45,7,Super League 1: Regular Season,WWWDL,same,Championship Round,26,13,6,7,28,21,13,7,4,2,15,10,13,6,2,5,13,11
5,617,Panathinaikos,https://media.api-sports.io/football/teams/617.png,42,20,Super League 1: Regular Season,WWLWW,down,Championship Round,26,13,3,10,41,21,13,9,2,2,27,6,13,4,1,8,14,15
6,950,PAS Giannina,https://media.api-sports.io/football/teams/950.png,40,4,Super League 1: Regular Season,DWLWW,same,Championship Round,26,11,7,8,28,24,13,7,3,3,18,13,13,4,4,5,10,11
7,1124,OFI,https://media.api-sports.io/football/teams/1124.png,37,1,Super League 1: Regular Season,WLDDW,down,Relegation Round,26,9,10,7,33,32,13,5,5,3,20,19,13,4,5,4,13,13
8,955,Asteras Tripolis,https://media.api-sports.io/football/teams/955.png,35,-2,Super League 1: Regular Season,LLLWL,down,Relegation Round,26,10,5,11,27,29,13,7,1,5,16,12,13,3,4,6,11,17
9,949,Panetolikos,https://media.api-sports.io/football/teams/949.png,32,-12,Super League 1: Regular Season,WDWWD,down,Relegation Round,26,9,5,12,27,39,13,4,3,6,11,15,13,5,2,6,16,24
10,2110,Volos NFC,https://media.api-sports.io/football/teams/2110.png,30,-7,Super League 1: Regular Season,DLDLL,down,Relegation Round,26,8,6,12,35,42,13,5,2,6,15,18,13,3,4,6,20,24
11,7513,Ionikos,https://media.api-sports.io/football/teams/7513.png,26,-8,Super League 1: Regular Season,LDWDW,down,Relegation Round,26,6,8,12,26,34,13,4,4,5,14,14,13,2,4,7,12,20
12,12260,Atromitos,https://media.api-sports.io/football/teams/12260.png,23,-20,Super League 1: Regular Season,LWWLW,down,Relegation Round,26,6,5,15,27,47,13,5,2,6,18,20,13,1,3,9,9,27
13,956,Lamia,https://media.api-sports.io/football/teams/956.png,18,-18,Super League 1: Regular Season,LLLLL,down,Relegation Round,26,4,6,16,19,37,13,2,3,8,13,23,13,2,3,8,6,14
14,951,Apollon Smirnis,https://media.api-sports.io/football/teams/951.png,13,-38,Super League 1: Regular Season,LLLWL,down,Relegation Round,26,2,7,17,9,47,13,1,6,6,4,16,13,1,1,11,5,31
