fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_saves,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,offsides,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,shots_total,fouls_committed,fouls_drawn,shots_on,passes_key,goals_total,goals_assists,penalty_won,penalty_commited
871168,Borussia Monchengladbach,163,2803,Nico Elvedi,https://media.api-sports.io/football/players/2803.png,90.0,30,D,7.7,False,False,0,,75.0,72,0,0,0,0,,,1.0,,1.0,5.0,3.0,,,,2.0,2.0,,1.0,1.0,1.0,,,
871168,Borussia Monchengladbach,163,2194,Ramy Bensebaini,https://media.api-sports.io/football/players/2194.png,90.0,25,D,7.2,False,False,0,,52.0,44,0,0,0,0,,,,,1.0,9.0,3.0,,,1.0,1.0,1.0,2.0,1.0,,1.0,,,
871168,Borussia Monchengladbach,163,25637,Christoph Kramer,https://media.api-sports.io/football/players/25637.png,90.0,6,M,6.9,False,False,0,,73.0,64,0,0,0,0,,,2.0,,1.0,10.0,4.0,,,,,5.0,1.0,,1.0,,,,
871168,Borussia Monchengladbach,163,22147,Kouadio Koné,https://media.api-sports.io/football/players/22147.png,90.0,17,M,6.9,False,False,0,,69.0,68,0,0,0,0,,,1.0,,2.0,11.0,5.0,1.0,1.0,1.0,,4.0,2.0,,,,,,
871168,Borussia Monchengladbach,163,25635,Jonas Hofmann,https://media.api-sports.io/football/players/25635.png,89.0,23,M,6.6,False,False,0,,42.0,35,0,0,0,0,,1.0,,,,6.0,1.0,,,1.0,1.0,,,,4.0,,,,
871168,Borussia Monchengladbach,163,25638,Florian Neuhaus,https://media.api-sports.io/football/players/25638.png,90.0,32,M,7.5,False,False,0,,39.0,29,0,0,0,0,,,2.0,,1.0,9.0,5.0,1.0,1.0,,2.0,2.0,2.0,,2.0,,,,
871168,Borussia Monchengladbach,163,25646,Alassane Pléa,https://media.api-sports.io/football/players/25646.png,90.0,14,M,8.7,False,False,0,,57.0,48,0,0,0,0,,,,,1.0,3.0,2.0,,,,4.0,1.0,2.0,3.0,4.0,,2.0,,
871168,Borussia Monchengladbach,163,21509,Marcus Thuram,https://media.api-sports.io/football/players/21509.png,90.0,10,F,7.3,False,False,0,,11.0,9,0,0,0,0,,1.0,,,1.0,7.0,1.0,1.0,1.0,,2.0,1.0,,2.0,1.0,1.0,,,
871168,Borussia Monchengladbach,163,25627,Tobias Sippel,https://media.api-sports.io/football/players/25627.png,,21,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
871168,Borussia Monchengladbach,163,25628,Jordan Beyer,https://media.api-sports.io/football/players/25628.png,,15,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
871168,Borussia Monchengladbach,163,25630,Tony Jantschke,https://media.api-sports.io/football/players/25630.png,,24,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
871168,Borussia Monchengladbach,163,1082,Stefan Lainer,https://media.api-sports.io/football/players/1082.png,9.0,18,D,6.2,False,True,0,,9.0,7,0,0,0,0,,,,,,1.0,,,,,,,,,,,,,
871168,Borussia Monchengladbach,163,1103,Hannes Wolf,https://media.api-sports.io/football/players/1103.png,,11,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
871168,Borussia Monchengladbach,163,180298,Oscar Fraulo,https://media.api-sports.io/football/players/180298.png,,22,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
871168,Borussia Monchengladbach,163,203007,Rocco Reitz,https://media.api-sports.io/football/players/203007.png,,27,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
871168,Borussia Monchengladbach,163,318531,Yvandro Borges Sanches,https://media.api-sports.io/football/players/318531.png,,38,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
871168,Borussia Monchengladbach,163,25644,Patrick Herrmann,https://media.api-sports.io/football/players/25644.png,1.0,7,F,,False,True,0,,1.0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,
871168,1899 Hoffenheim,167,702,Oliver Baumann,https://media.api-sports.io/football/players/702.png,90.0,1,G,6.9,True,False,3,4.0,50.0,37,0,0,0,0,0.0,,,,,2.0,2.0,,,,,,,,,,,,
871168,1899 Hoffenheim,167,711,Stefan Posch,https://media.api-sports.io/football/players/711.png,19.0,38,D,3,False,False,0,,12.0,8,2,1,0,0,,,,,,2.0,,,,,,2.0,,,,,,,
871168,1899 Hoffenheim,167,713,Kevin Vogt,https://media.api-sports.io/football/players/713.png,90.0,22,D,6.5,False,False,0,,47.0,42,1,0,0,0,,,1.0,,,1.0,1.0,,,,,,,,,,,,
871168,1899 Hoffenheim,167,26300,Ozan Kabak,https://media.api-sports.io/football/players/26300.png,90.0,5,D,6.9,False,False,0,,49.0,43,0,0,0,0,,,2.0,2.0,1.0,10.0,7.0,,,1.0,,1.0,2.0,,,,,,
871168,1899 Hoffenheim,167,709,Pavel Kadeřábek,https://media.api-sports.io/football/players/709.png,64.0,3,M,6.7,False,False,0,,16.0,8,0,0,0,0,,,2.0,,,6.0,3.0,,,,,1.0,,,,,,,
871168,1899 Hoffenheim,167,24854,Grischa Prömel,https://media.api-sports.io/football/players/24854.png,90.0,6,M,6.7,False,False,0,,34.0,30,0,0,0,0,,,,,,9.0,7.0,,,,,1.0,7.0,,1.0,,,,
871168,1899 Hoffenheim,167,1094,Diadié Samassékou,https://media.api-sports.io/football/players/1094.png,24.0,18,M,6.2,False,False,0,,13.0,11,1,0,0,0,,,1.0,,,4.0,1.0,,,1.0,,2.0,,,,,,,
871168,1899 Hoffenheim,167,715,Christoph Baumgartner,https://media.api-sports.io/football/players/715.png,80.0,14,M,6.3,False,False,0,,26.0,18,0,0,0,0,,,1.0,,2.0,7.0,2.0,1.0,,,,2.0,1.0,,,,,,
871168,1899 Hoffenheim,167,1298,Robert Skov,https://media.api-sports.io/football/players/1298.png,90.0,29,M,7.3,False,False,0,,33.0,25,0,0,0,0,,,1.0,,2.0,8.0,4.0,1.0,,1.0,2.0,,3.0,1.0,,1.0,,,
871168,1899 Hoffenheim,167,90590,Georginio Rutter,https://media.api-sports.io/football/players/90590.png,64.0,33,F,6.3,False,False,0,,5.0,3,0,0,0,0,,2.0,,,,8.0,2.0,5.0,2.0,,,1.0,,,,,,,
871168,1899 Hoffenheim,167,726,Andrej Kramarić,https://media.api-sports.io/football/players/726.png,81.0,27,F,7,False,False,0,,34.0,26,0,0,0,0,,,,1.0,,5.0,4.0,1.0,1.0,,,1.0,2.0,,1.0,,1.0,,
871168,1899 Hoffenheim,167,163066,Luca Philipp,https://media.api-sports.io/football/players/163066.png,,37,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
871168,1899 Hoffenheim,167,25366,Kevin Akpoguma,https://media.api-sports.io/football/players/25366.png,26.0,25,D,6.3,False,True,0,,7.0,6,0,0,0,0,,,,,,2.0,1.0,,,,,1.0,1.0,,,,,,
871168,1899 Hoffenheim,167,270,Stanley N'Soki,https://media.api-sports.io/football/players/270.png,66.0,34,D,6.2,False,True,0,,40.0,28,0,0,0,0,,,1.0,1.0,,3.0,3.0,,,,,,,,,,,,
871168,1899 Hoffenheim,167,416,Sebastian Rudy,https://media.api-sports.io/football/players/416.png,9.0,16,M,6.3,False,True,0,,4.0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,
871168,1899 Hoffenheim,167,24932,Finn Ole Becker,https://media.api-sports.io/football/players/24932.png,,20,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
871168,1899 Hoffenheim,167,325975,Tom Bischof,https://media.api-sports.io/football/players/325975.png,,39,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
871168,1899 Hoffenheim,167,328262,Muhammed Damar,https://media.api-sports.io/football/players/328262.png,10.0,35,M,6.9,False,True,0,,5.0,5,0,0,0,0,,,2.0,,,3.0,3.0,,,,,,1.0,,,,,,
871168,1899 Hoffenheim,167,22,Jacob Bruun Larsen,https://media.api-sports.io/football/players/22.png,26.0,7,F,6.5,False,True,0,,8.0,5,0,0,0,0,,,,,,,,,,,,,,,,,,,
