fixture_id,team_id,team_name,team_logo,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Red Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %,expected_goals,goals_prevented
1387706,94,Rennes,https://media.api-sports.io/football/teams/94.png,5,2,12,5,8,4,8,1,5,28%,2,1,2,284,220,77%,1.39,0
1387706,81,Marseille,https://media.api-sports.io/football/teams/81.png,2,13,24,9,15,9,11,12,0,72%,3,0,4,718,658,92%,1.79,0
1387701,116,Lens,https://media.api-sports.io/football/teams/116.png,5,9,18,4,11,7,13,13,5,55%,2,,2,445,378,85%,1.38,1
1387701,80,Lyon,https://media.api-sports.io/football/teams/80.png,3,7,11,1,8,3,20,8,1,45%,3,,4,371,298,80%,1.41,1
1387703,91,Monaco,https://media.api-sports.io/football/teams/91.png,3,5,13,5,7,6,5,5,5,74%,0,,3,725,643,89%,1.76,-1
1387703,111,Le Havre,https://media.api-sports.io/football/teams/111.png,4,3,9,2,5,4,14,4,1,26%,1,,1,243,175,72%,0.60,-1
1387705,84,Nice,https://media.api-sports.io/football/teams/84.png,2,5,13,6,4,9,12,9,,57%,2,,1,472,403,85%,0.79,0
1387705,96,Toulouse,https://media.api-sports.io/football/teams/96.png,2,6,10,2,7,3,13,4,,43%,3,,2,362,306,85%,0.61,0
1387700,106,Stade Brestois 29,https://media.api-sports.io/football/teams/106.png,5,8,18,5,12,6,11,2,1,46%,2,,3,366,272,74%,2.01,0
1387700,79,Lille,https://media.api-sports.io/football/teams/79.png,6,0,10,4,7,3,13,2,2,54%,1,,2,441,363,82%,1.62,0
1387698,77,Angers,https://media.api-sports.io/football/teams/77.png,2,3,8,3,5,3,14,3,0,32%,2,1,7,277,206,74%,0.97,0
1387698,114,Paris FC,https://media.api-sports.io/football/teams/114.png,7,6,17,4,5,12,10,7,3,68%,1,0,1,589,531,90%,0.92,0
1387699,108,Auxerre,https://media.api-sports.io/football/teams/108.png,3,3,7,1,4,3,18,4,0,44%,3,,3,361,291,81%,1.44,0
1387699,97,Lorient,https://media.api-sports.io/football/teams/97.png,3,6,14,5,11,3,14,4,2,56%,2,,2,465,392,84%,1.37,0
1387702,112,Metz,https://media.api-sports.io/football/teams/112.png,0,2,2,0,2,0,16,3,1,38%,2,,2,349,272,78%,0.30,0
1387702,95,Strasbourg,https://media.api-sports.io/football/teams/95.png,4,2,9,3,4,5,13,3,1,62%,2,,0,585,521,89%,0.62,0
1387704,83,Nantes,https://media.api-sports.io/football/teams/83.png,0,5,5,0,2,3,6,2,0,29%,1,,3,304,224,74%,0.14,0
1387704,85,Paris Saint Germain,https://media.api-sports.io/football/teams/85.png,4,7,18,7,12,6,6,7,1,71%,1,,0,744,680,91%,1.43,0
1387713,85,Paris Saint Germain,https://media.api-sports.io/football/teams/85.png,4,13,21,4,8,13,3,12,1,84%,,,0,981,918,94%,1.85,0
1387713,77,Angers,https://media.api-sports.io/football/teams/77.png,0,3,3,0,3,0,9,0,1,16%,,,3,195,141,72%,0.24,0
1387711,81,Marseille,https://media.api-sports.io/football/teams/81.png,7,4,11,0,9,2,9,5,1,61%,1,,2,590,539,91%,2.83,-2
1387711,114,Paris FC,https://media.api-sports.io/football/teams/114.png,4,4,8,0,6,2,12,2,1,39%,0,,2,380,333,88%,1.09,-2
1387712,84,Nice,https://media.api-sports.io/football/teams/84.png,6,9,16,1,9,7,10,5,1,55%,2,0,7,478,417,87%,1.94,0
1387712,108,Auxerre,https://media.api-sports.io/football/teams/108.png,8,2,12,2,8,4,15,4,0,45%,2,1,4,389,309,79%,1.51,0
1387710,80,Lyon,https://media.api-sports.io/football/teams/80.png,8,3,13,2,9,4,13,4,1,53%,0,,2,542,500,92%,2.77,0
1387710,112,Metz,https://media.api-sports.io/football/teams/112.png,2,3,11,6,7,4,15,3,3,47%,2,,5,485,442,91%,0.56,0
1387709,97,Lorient,https://media.api-sports.io/football/teams/97.png,7,9,22,6,13,9,18,3,4,51%,6,0,1,486,428,88%,3.04,0
1387709,94,Rennes,https://media.api-sports.io/football/teams/94.png,1,3,4,0,0,4,7,2,2,49%,0,2,3,476,413,87%,0.08,0
1387714,95,Strasbourg,https://media.api-sports.io/football/teams/95.png,4,6,15,5,9,6,11,7,4,49%,2,,2,448,394,88%,1.78,0
1387714,83,Nantes,https://media.api-sports.io/football/teams/83.png,2,2,9,5,7,2,9,6,2,51%,2,,3,474,394,83%,0.44,0
1387715,96,Toulouse,https://media.api-sports.io/football/teams/96.png,3,3,6,0,6,0,14,3,3,47%,0,,2,387,314,81%,1.28,0
1387715,106,Stade Brestois 29,https://media.api-sports.io/football/teams/106.png,2,6,16,8,10,6,10,9,2,53%,1,,1,417,344,82%,0.97,0
1387707,111,Le Havre,https://media.api-sports.io/football/teams/111.png,6,7,18,5,11,7,17,7,2,57%,3,,1,526,438,83%,1.89,0
1387707,116,Lens,https://media.api-sports.io/football/teams/116.png,3,2,6,1,4,2,16,0,0,43%,1,,5,407,348,86%,1.07,0
1387708,79,Lille,https://media.api-sports.io/football/teams/79.png,1,13,18,4,10,8,7,8,2,50%,1,,2,417,345,83%,2.92,0
1387708,91,Monaco,https://media.api-sports.io/football/teams/91.png,1,4,6,1,5,1,14,3,0,50%,2,,0,425,338,80%,1.25,0
