rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,80,Lyon,https://media.api-sports.io/football/teams/80.png,16,11,Group A,DWWWW,same,,6,5,1,0,16,5,3,2,1,0,7,1,3,3,0,0,9,4
2,257,Rangers,https://media.api-sports.io/football/teams/257.png,8,1,Group A,DWDWL,same,,6,2,2,2,6,5,3,2,0,1,4,2,3,0,2,1,2,3
3,628,Sparta Praha,https://media.api-sports.io/football/teams/628.png,7,-3,Group A,WLLLW,same,,6,2,1,3,6,9,3,2,0,1,6,4,3,0,1,2,0,5
4,407,Brondby,https://media.api-sports.io/football/teams/407.png,2,-9,Group A,LLDLL,same,,6,0,2,4,2,11,3,0,2,1,2,4,3,0,0,3,0,7
1,91,Monaco,https://media.api-sports.io/football/teams/91.png,12,3,Group B,DWDWD,same,,6,3,3,0,7,4,3,2,1,0,3,1,3,1,2,0,4,3
2,548,Real Sociedad,https://media.api-sports.io/football/teams/548.png,9,3,Group B,WLDWD,same,,6,2,3,1,9,6,3,1,2,0,5,2,3,1,1,1,4,4
3,197,PSV Eindhoven,https://media.api-sports.io/football/teams/197.png,8,1,Group B,LWDLW,same,,6,2,2,2,9,8,3,1,1,1,5,4,3,1,1,1,4,4
4,637,Sturm Graz,https://media.api-sports.io/football/teams/637.png,2,-7,Group B,DLDLL,same,,6,0,2,4,3,10,3,0,1,2,2,6,3,0,1,2,1,4
1,558,Spartak Moscow,https://media.api-sports.io/football/teams/558.png,10,1,Group C,WWDLW,same,,6,3,1,2,10,9,3,1,0,2,5,6,3,2,1,0,5,3
2,492,Napoli,https://media.api-sports.io/football/teams/492.png,10,5,Group C,WLWWL,same,,6,3,1,2,15,10,3,2,0,1,8,5,3,1,1,1,7,5
3,46,Leicester,https://media.api-sports.io/football/teams/46.png,8,1,Group C,LWDWL,same,,6,2,2,2,12,11,3,1,2,0,6,4,3,1,0,2,6,7
4,339,Legia Warszawa,https://media.api-sports.io/football/teams/339.png,6,-7,Group C,LLLLW,same,,6,2,0,4,4,11,3,1,0,2,2,5,3,1,0,2,2,6
1,169,Eintracht Frankfurt,https://media.api-sports.io/football/teams/169.png,12,4,Group D,DDWWW,same,,6,3,3,0,10,6,3,1,2,0,6,4,3,2,1,0,4,2
2,553,Olympiakos Piraeus,https://media.api-sports.io/football/teams/553.png,9,1,Group D,LWLLW,same,,6,3,0,3,8,7,3,2,0,1,4,3,3,1,0,2,4,4
3,611,Fenerbahce,https://media.api-sports.io/football/teams/611.png,6,-1,Group D,DLWDL,same,,6,1,3,2,7,8,3,0,2,1,3,6,3,1,1,1,4,2
4,740,Antwerp,https://media.api-sports.io/football/teams/740.png,5,-4,Group D,WDLDL,same,,6,1,2,3,6,10,3,1,0,2,1,4,3,0,2,1,5,6
1,645,Galatasaray,https://media.api-sports.io/football/teams/645.png,12,4,Group E,DWDWD,same,,6,3,3,0,7,3,3,2,1,0,6,3,3,1,2,0,1,0
2,487,Lazio,https://media.api-sports.io/football/teams/487.png,9,4,Group E,DWDDW,same,,6,2,3,1,7,3,3,1,2,0,2,0,3,1,1,1,5,3
3,81,Marseille,https://media.api-sports.io/football/teams/81.png,7,-1,Group E,WLDDD,same,,6,1,4,1,6,7,3,1,2,0,3,2,3,0,2,1,3,5
4,597,Lokomotiv Moscow,https://media.api-sports.io/football/teams/597.png,2,-7,Group E,LLDLL,same,,6,0,2,4,2,9,3,0,1,2,1,5,3,0,1,2,1,4
1,598,FK Crvena Zvezda,https://media.api-sports.io/football/teams/598.png,11,2,Group F,DWLDW,same,,6,3,2,1,6,4,3,2,0,1,3,2,3,1,2,0,3,2
2,217,SC Braga,https://media.api-sports.io/football/teams/217.png,10,3,Group F,DLWWW,same,,6,3,1,2,12,9,3,2,1,0,8,4,3,1,0,2,4,5
3,397,FC Midtjylland,https://media.api-sports.io/football/teams/397.png,9,0,Group F,DWWDL,same,,6,2,3,1,7,7,3,1,2,0,5,4,3,1,1,1,2,3
4,566,Ludogorets,https://media.api-sports.io/football/teams/566.png,2,-5,Group F,DLLLL,same,,6,0,2,4,3,8,3,0,1,2,0,2,3,0,1,2,3,6
