fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_saves,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,duels_total,duels_won,dribbles_attempts,dribbles_past,fouls_committed,shots_total,tackles_interceptions,fouls_drawn,passes_key,dribbles_success,tackles_blocks,shots_on,offsides,goals_total,goals_assists,penalty_commited,penalty_won
787709,Spartak Moscow,558,1764,Aleksandr Maksimenko,https://media.api-sports.io/football/players/1764.png,90.0,98,G,6.5,False,False,1,1.0,26.0,13,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
787709,Spartak Moscow,558,1779,Nikolay Rasskazov,https://media.api-sports.io/football/players/1779.png,90.0,92,D,6.2,False,False,0,,62.0,50,0,0,0,0,,2.0,8.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,
787709,Spartak Moscow,558,1775,Samuel Gigot,https://media.api-sports.io/football/players/1775.png,90.0,2,D,6.6,False,False,0,,39.0,34,1,0,0,0,,1.0,8.0,5.0,,1.0,1.0,2.0,1.0,2.0,,,,,,,,,
787709,Spartak Moscow,558,1772,Georgiy Dzhikiya,https://media.api-sports.io/football/players/1772.png,90.0,14,D,6.6,True,False,0,,51.0,44,0,0,0,0,,,4.0,2.0,1.0,,,,2.0,1.0,1.0,,,,,,,,
787709,Spartak Moscow,558,1347,Victor Moses,https://media.api-sports.io/football/players/1347.png,82.0,8,M,6.7,False,False,0,,37.0,31,0,0,0,0,,1.0,10.0,3.0,4.0,,2.0,2.0,,,1.0,2.0,,,,,,,
787709,Spartak Moscow,558,1791,Nail Umyarov,https://media.api-sports.io/football/players/1791.png,90.0,18,M,6.7,False,False,0,,53.0,44,1,0,0,0,,2.0,16.0,6.0,1.0,1.0,7.0,1.0,,,,1.0,1.0,,,,,,
787709,Spartak Moscow,558,1792,Roman Zobnin,https://media.api-sports.io/football/players/1792.png,23.0,47,M,6.7,False,False,0,,10.0,9,0,0,0,0,,,1.0,,,,1.0,,1.0,,,,,,,,,,
787709,Spartak Moscow,558,1771,Ayrton,https://media.api-sports.io/football/players/1771.png,69.0,6,M,7.5,False,False,0,,31.0,29,0,0,0,0,,2.0,10.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,,,,,,
787709,Spartak Moscow,558,48203,Jordan Larsson,https://media.api-sports.io/football/players/48203.png,82.0,11,F,7.5,False,False,0,,20.0,18,0,0,0,0,,1.0,10.0,4.0,2.0,1.0,2.0,4.0,,1.0,2.0,2.0,,2.0,,,,,
787709,Spartak Moscow,558,612,Ezequiel Ponce,https://media.api-sports.io/football/players/612.png,90.0,9,F,7.3,False,False,0,,42.0,32,0,0,0,0,,,13.0,7.0,1.0,1.0,,3.0,1.0,1.0,5.0,1.0,,,,,,,
787709,Spartak Moscow,558,2062,Quincy Promes,https://media.api-sports.io/football/players/2062.png,90.0,24,F,7.2,False,False,0,,47.0,39,0,0,0,0,,,3.0,,1.0,,,2.0,1.0,,5.0,,,1.0,,,,,
787709,Spartak Moscow,558,1766,Artem Rebrov,https://media.api-sports.io/football/players/1766.png,,32,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787709,Spartak Moscow,558,1767,Aleksandr Selikhov,https://media.api-sports.io/football/players/1767.png,,57,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787709,Spartak Moscow,558,8718,Maximiliano Caufriez,https://media.api-sports.io/football/players/8718.png,,3,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787709,Spartak Moscow,558,1773,Andrey Eshchenko,https://media.api-sports.io/football/players/1773.png,,38,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787709,Spartak Moscow,558,1774,Ilya Gaponov,https://media.api-sports.io/football/players/1774.png,,56,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787709,Spartak Moscow,558,1776,Ilya Kutepov,https://media.api-sports.io/football/players/1776.png,,29,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787709,Spartak Moscow,558,136103,Ruslan Litvinov,https://media.api-sports.io/football/players/136103.png,,68,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787709,Spartak Moscow,558,235,Jorrit Hendrix,https://media.api-sports.io/football/players/235.png,67.0,4,M,6.6,False,True,0,,35.0,29,0,0,0,0,,1.0,3.0,2.0,1.0,1.0,,,2.0,,,1.0,,,,,,,
787709,Spartak Moscow,558,1784,Mikhail Ignatov,https://media.api-sports.io/football/players/1784.png,,22,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787709,Spartak Moscow,558,1786,Aleksandr Lomovitskiy,https://media.api-sports.io/football/players/1786.png,21.0,17,M,6.2,False,True,0,,10.0,7,1,0,0,0,,1.0,5.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,
787709,Spartak Moscow,558,53500,Zelimkhan Bakaev,https://media.api-sports.io/football/players/53500.png,8.0,10,M,6.5,False,True,0,,5.0,2,1,0,0,0,,,6.0,3.0,2.0,2.0,1.0,,,1.0,,2.0,,,,,,,
787709,Spartak Moscow,558,53772,Aleksandr Sobolev,https://media.api-sports.io/football/players/53772.png,8.0,7,F,6.3,False,True,0,,1.0,1,0,0,0,0,,,7.0,,,1.0,,,,,,,,,,,,,
787709,Legia Warszawa,339,18859,Artur Boruc,https://media.api-sports.io/football/players/18859.png,90.0,1,G,7.7,False,False,0,3.0,30.0,16,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
787709,Legia Warszawa,339,3002,Artur Jędrzejczyk,https://media.api-sports.io/football/players/3002.png,90.0,55,D,7,True,False,0,,46.0,37,1,0,0,0,,2.0,9.0,6.0,,1.0,,,,,,,,,,,,,
787709,Legia Warszawa,339,40392,Mateusz Wieteska,https://media.api-sports.io/football/players/40392.png,90.0,4,D,7.7,False,False,0,,51.0,44,1,0,0,0,,1.0,6.0,3.0,,,1.0,,1.0,,,,3.0,,,,,,
787709,Legia Warszawa,339,178708,Maik Nawrocki,https://media.api-sports.io/football/players/178708.png,90.0,17,D,8,False,False,0,,35.0,33,0,0,0,0,,2.0,9.0,6.0,1.0,,,,2.0,,,1.0,5.0,,,,,,
787709,Legia Warszawa,339,26736,Mattias Johansson,https://media.api-sports.io/football/players/26736.png,90.0,6,M,7.3,False,False,0,,42.0,32,1,0,0,0,,4.0,17.0,12.0,2.0,,3.0,,1.0,5.0,,1.0,,,,,,,
787709,Legia Warszawa,339,40534,Bartosz Slisz,https://media.api-sports.io/football/players/40534.png,90.0,99,M,7,False,False,0,,53.0,38,0,0,0,0,,1.0,7.0,2.0,,1.0,1.0,,2.0,1.0,3.0,,,,,,,,
787709,Legia Warszawa,339,28338,Igor Kharatin,https://media.api-sports.io/football/players/28338.png,59.0,14,M,6.6,False,False,0,,17.0,14,0,0,0,0,,,,,,,,,1.0,,,,,,,,,,
787709,Legia Warszawa,339,41344,Luquinhas,https://media.api-sports.io/football/players/41344.png,83.0,82,M,7.2,False,False,0,,19.0,14,0,0,0,0,,2.0,11.0,7.0,2.0,1.0,,2.0,1.0,3.0,1.0,2.0,,1.0,1.0,,,,
787709,Legia Warszawa,339,2820,Filip Mladenović,https://media.api-sports.io/football/players/2820.png,90.0,25,M,6.9,False,False,0,,34.0,26,0,0,0,0,,2.0,8.0,4.0,,3.0,,1.0,1.0,2.0,,,,,,,,,
787709,Legia Warszawa,339,2150,Josué,https://media.api-sports.io/football/players/2150.png,89.0,27,F,7.2,False,False,0,,65.0,56,1,0,0,0,,4.0,15.0,10.0,4.0,3.0,1.0,,,3.0,,3.0,,,,,,,
787709,Legia Warszawa,339,1556,Mahir Emreli,https://media.api-sports.io/football/players/1556.png,83.0,11,F,6.5,False,False,0,,23.0,17,0,0,0,0,,,12.0,5.0,5.0,,2.0,1.0,,2.0,1.0,2.0,,,,,,,
787709,Legia Warszawa,339,40386,Cezary Miszta,https://media.api-sports.io/football/players/40386.png,,31,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787709,Legia Warszawa,339,26591,Joel Abu Hanna,https://media.api-sports.io/football/players/26591.png,,23,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787709,Legia Warszawa,339,40336,Mateusz Hołownia,https://media.api-sports.io/football/players/40336.png,,3,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787709,Legia Warszawa,339,565,Yuri Ribeiro,https://media.api-sports.io/football/players/565.png,,5,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787709,Legia Warszawa,339,68187,Lindsay Rose,https://media.api-sports.io/football/players/68187.png,,29,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787709,Legia Warszawa,339,3629,Jurgen Çelhaka,https://media.api-sports.io/football/players/3629.png,,16,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787709,Legia Warszawa,339,40402,André Martins,https://media.api-sports.io/football/players/40402.png,,8,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787709,Legia Warszawa,339,14401,Lirim Kastrati,https://media.api-sports.io/football/players/14401.png,31.0,7,F,7.2,False,True,0,,9.0,4,0,0,0,0,,,5.0,4.0,2.0,,,1.0,,1.0,,2.0,,1.0,2.0,1.0,,,
787709,Legia Warszawa,339,3638,Ernest Muci,https://media.api-sports.io/football/players/3638.png,13.0,20,F,7.5,False,True,0,,5.0,4,0,0,0,0,,,3.0,2.0,2.0,1.0,,,,,1.0,2.0,,,,,1.0,,
787709,Legia Warszawa,339,47014,Tomáš Pekhart,https://media.api-sports.io/football/players/47014.png,13.0,9,F,6.3,False,True,0,,1.0,1,0,0,0,0,,,2.0,1.0,,,,,,1.0,,,,,,,,,
787709,Legia Warszawa,339,148674,Kacper Skibicki,https://media.api-sports.io/football/players/148674.png,,22,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787709,Legia Warszawa,339,41316,Rafael Lopes,https://media.api-sports.io/football/players/41316.png,1.0,21,F,,False,True,0,,1.0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,
787714,Bayer Leverkusen,168,963,Lukáš Hrádecký,https://media.api-sports.io/football/players/963.png,90.0,1,G,6.9,True,False,1,3.0,30.0,26,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
787714,Bayer Leverkusen,168,152654,Jeremie Frimpong,https://media.api-sports.io/football/players/152654.png,90.0,30,D,8.2,False,False,0,,64.0,53,0,0,0,0,,1.0,11.0,7.0,5.0,,,,1.0,2.0,4.0,3.0,,,,,2.0,,
787714,Bayer Leverkusen,168,48119,Odilon Kossounou,https://media.api-sports.io/football/players/48119.png,90.0,6,D,7.2,False,False,0,,80.0,79,0,0,0,0,,2.0,7.0,5.0,1.0,,1.0,,,,1.0,1.0,,,,,,,
787714,Bayer Leverkusen,168,972,Jonathan Tah,https://media.api-sports.io/football/players/972.png,90.0,4,D,7.3,False,False,0,,84.0,83,0,0,0,0,,1.0,4.0,2.0,,1.0,1.0,,2.0,,,,1.0,,,,,,
787714,Bayer Leverkusen,168,536,Daley Sinkgraven,https://media.api-sports.io/football/players/536.png,67.0,22,D,6.7,False,False,0,,50.0,45,0,0,0,0,,1.0,4.0,2.0,,1.0,1.0,,2.0,1.0,,,1.0,,,,,,
787714,Bayer Leverkusen,168,6002,Exequiel Palacios,https://media.api-sports.io/football/players/6002.png,50.0,25,M,7.3,False,False,0,,39.0,37,0,0,0,0,,1.0,2.0,2.0,,,,1.0,1.0,1.0,,,,1.0,,1.0,,,
787714,Bayer Leverkusen,168,717,Kerem Demirbay,https://media.api-sports.io/football/players/717.png,90.0,10,M,7.5,False,False,0,,73.0,65,1,0,0,0,,2.0,5.0,2.0,,1.0,2.0,4.0,1.0,,1.0,,1.0,1.0,,,,,
787714,Bayer Leverkusen,168,277,Moussa Diaby,https://media.api-sports.io/football/players/277.png,90.0,19,M,6.6,False,False,0,,68.0,57,0,0,0,0,,2.0,8.0,3.0,5.0,,,1.0,1.0,,2.0,1.0,,1.0,,,,,
787714,Bayer Leverkusen,168,203224,Florian Wirtz,https://media.api-sports.io/football/players/203224.png,81.0,27,M,7,False,False,0,,49.0,42,0,0,0,0,,,11.0,3.0,2.0,2.0,2.0,1.0,,,2.0,2.0,,1.0,,1.0,,,
787714,Bayer Leverkusen,168,129682,Amine Adli,https://media.api-sports.io/football/players/129682.png,67.0,31,M,6.6,False,False,0,,29.0,27,0,0,0,0,,1.0,8.0,2.0,4.0,,1.0,3.0,,,2.0,1.0,,1.0,,,,,
787714,Bayer Leverkusen,168,982,Lucas Alario,https://media.api-sports.io/football/players/982.png,66.0,13,F,7.2,False,False,0,,14.0,12,0,0,0,0,,,5.0,3.0,2.0,1.0,,4.0,,,2.0,2.0,,2.0,1.0,,,,
787714,Bayer Leverkusen,168,1197,Andrey Lunev,https://media.api-sports.io/football/players/1197.png,,40,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787714,Bayer Leverkusen,168,127817,Piero Hincapie,https://media.api-sports.io/football/players/127817.png,23.0,33,D,6.6,False,True,0,,31.0,26,0,0,0,0,,,2.0,,1.0,,1.0,,1.0,,,,1.0,,,,,,
787714,Bayer Leverkusen,168,971,Panagiotis Retsos,https://media.api-sports.io/football/players/971.png,,3,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787714,Bayer Leverkusen,168,530,Mitchel Bakker,https://media.api-sports.io/football/players/530.png,,5,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787714,Bayer Leverkusen,168,714,Nadiem Amiri,https://media.api-sports.io/football/players/714.png,9.0,11,M,6.9,False,True,0,,5.0,5,0,0,0,0,,,2.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,
787714,Bayer Leverkusen,168,974,Charles Aránguiz,https://media.api-sports.io/football/players/974.png,40.0,20,M,7,False,True,0,,29.0,27,0,0,0,0,,2.0,3.0,2.0,,,1.0,,2.0,,,,,,,,,,
787714,Bayer Leverkusen,168,976,Karim Bellarabi,https://media.api-sports.io/football/players/976.png,23.0,38,F,6.7,False,True,0,,8.0,8,0,0,0,0,,1.0,3.0,2.0,1.0,,,,,,,1.0,,,,,,,
787714,Bayer Leverkusen,168,24903,Robert Andrich,https://media.api-sports.io/football/players/24903.png,,8,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787714,Bayer Leverkusen,168,987,Paulinho,https://media.api-sports.io/football/players/987.png,,7,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787714,Bayer Leverkusen,168,794,Patrik Schick,https://media.api-sports.io/football/players/794.png,24.0,14,F,6.9,False,True,0,,7.0,5,0,0,0,0,,,1.0,1.0,1.0,,,2.0,,,,1.0,,1.0,,,,,
787714,Ferencvarosi TC,651,28322,Dénes Dibusz,https://media.api-sports.io/football/players/28322.png,90.0,90,G,7.7,True,False,2,6.0,32.0,27,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
787714,Ferencvarosi TC,651,51116,Henry Wingo,https://media.api-sports.io/football/players/51116.png,90.0,31,D,6.9,False,False,0,,27.0,19,0,0,0,0,,1.0,5.0,3.0,2.0,,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,,,
787714,Ferencvarosi TC,651,28325,Miha Blažič,https://media.api-sports.io/football/players/28325.png,90.0,25,D,6.3,False,False,0,,33.0,29,0,0,0,0,,1.0,5.0,2.0,1.0,1.0,,,3.0,1.0,,,,,,,,,
787714,Ferencvarosi TC,651,8503,Samy Mmaee,https://media.api-sports.io/football/players/8503.png,90.0,3,D,6.7,False,False,0,,36.0,29,0,0,0,0,,,3.0,1.0,,2.0,,,1.0,,,,2.0,,,,,,
787714,Ferencvarosi TC,651,56116,Eldar Ćivić,https://media.api-sports.io/football/players/56116.png,90.0,17,D,7,False,False,0,,46.0,38,0,0,0,0,,2.0,7.0,5.0,1.0,2.0,,,1.0,1.0,,1.0,3.0,,,,,,
787714,Ferencvarosi TC,651,105320,Oleksandr Zubkov,https://media.api-sports.io/football/players/105320.png,86.0,11,D,5.9,False,False,0,,34.0,24,0,0,0,0,,4.0,17.0,6.0,4.0,6.0,2.0,2.0,1.0,,1.0,1.0,,1.0,,,,,
787714,Ferencvarosi TC,651,2027,Kristoffer Zachariassen,https://media.api-sports.io/football/players/2027.png,90.0,16,M,6.9,False,False,0,,24.0,23,0,0,0,0,,2.0,2.0,2.0,,,,,1.0,,2.0,,,,,,,,
787714,Ferencvarosi TC,651,48412,Bálint Vécsei,https://media.api-sports.io/football/players/48412.png,66.0,19,M,7.2,False,False,0,,31.0,23,0,0,0,0,,2.0,4.0,3.0,,1.0,1.0,,2.0,1.0,2.0,,,,,,,,
787714,Ferencvarosi TC,651,14287,Stjepan Lončar,https://media.api-sports.io/football/players/14287.png,76.0,44,M,6.3,False,False,0,,20.0,15,0,0,0,0,,1.0,2.0,1.0,,,1.0,,1.0,,,,,,,,,,
787714,Ferencvarosi TC,651,15597,Ryan Mmaee,https://media.api-sports.io/football/players/15597.png,90.0,8,F,7.6,False,False,0,,25.0,20,0,0,0,0,,3.0,18.0,11.0,5.0,,,2.0,,3.0,,3.0,,2.0,,1.0,,,
787714,Ferencvarosi TC,651,28339,Tokmac Nguen,https://media.api-sports.io/football/players/28339.png,90.0,10,F,6.6,False,False,0,,15.0,12,0,0,0,0,,,8.0,2.0,5.0,,,1.0,,2.0,2.0,,,,,,1.0,,
787714,Ferencvarosi TC,651,44827,Ádám Bogdán,https://media.api-sports.io/football/players/44827.png,,1,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787714,Ferencvarosi TC,651,14358,Marijan Čabraja,https://media.api-sports.io/football/players/14358.png,4.0,23,D,,False,True,0,,3.0,2,0,0,0,0,,,2.0,,1.0,1.0,,,,,1.0,,,,,,,,
787714,Ferencvarosi TC,651,178882,Dominik Csontos,https://media.api-sports.io/football/players/178882.png,,53,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787714,Ferencvarosi TC,651,9002,Adnan Kovačević,https://media.api-sports.io/football/players/9002.png,,15,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787714,Ferencvarosi TC,651,133396,Željko Gavrić,https://media.api-sports.io/football/players/133396.png,14.0,80,F,6.7,False,True,0,,3.0,3,0,0,0,0,,,2.0,2.0,,,,,,2.0,,,,,,,,,
787714,Ferencvarosi TC,651,14405,Myrto Uzuni,https://media.api-sports.io/football/players/14405.png,24.0,77,F,6.6,False,True,0,,9.0,5,0,0,0,0,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,
787710,FC Midtjylland,397,89754,Elías Rafn Ólafsson,https://media.api-sports.io/football/players/89754.png,90.0,16,G,6.7,False,False,1,,24.0,19,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
787710,FC Midtjylland,397,2730,Henrik Dalsgaard,https://media.api-sports.io/football/players/2730.png,90.0,14,D,6.9,False,False,0,,69.0,62,0,0,0,0,,2.0,10.0,6.0,2.0,,2.0,1.0,,2.0,1.0,,,,,,,,
787710,FC Midtjylland,397,15796,Erik Sviatchenko,https://media.api-sports.io/football/players/15796.png,90.0,28,D,6.6,True,False,0,,49.0,44,0,0,0,0,,,9.0,3.0,1.0,,3.0,2.0,,,1.0,1.0,,,,,,,
787710,FC Midtjylland,397,9912,Juninho,https://media.api-sports.io/football/players/9912.png,90.0,73,D,7,False,False,0,,58.0,48,0,0,0,0,,1.0,9.0,5.0,,,,2.0,3.0,1.0,,,1.0,1.0,,,,,
787710,FC Midtjylland,397,15788,Joel Andersson,https://media.api-sports.io/football/players/15788.png,90.0,6,M,7,False,False,0,,47.0,33,0,0,0,0,,3.0,7.0,6.0,2.0,,,1.0,1.0,1.0,,1.0,,,,,,,
787710,FC Midtjylland,397,162219,Raphael Onyedika,https://media.api-sports.io/football/players/162219.png,90.0,37,M,6.9,False,False,0,,46.0,45,1,0,0,0,,1.0,12.0,5.0,1.0,2.0,3.0,1.0,2.0,2.0,,1.0,,,,,,,
787710,FC Midtjylland,397,15798,Evander,https://media.api-sports.io/football/players/15798.png,90.0,10,M,8.9,False,False,0,,68.0,55,0,0,0,0,,4.0,16.0,10.0,9.0,,1.0,1.0,,,4.0,6.0,,,,,1.0,,
787710,FC Midtjylland,397,10016,Paulinho,https://media.api-sports.io/football/players/10016.png,85.0,29,M,6.6,False,False,0,,30.0,24,0,0,0,0,,1.0,5.0,4.0,1.0,,,1.0,,1.0,,,,1.0,,,,,
787710,FC Midtjylland,397,135519,Gustav Isaksen,https://media.api-sports.io/football/players/135519.png,75.0,45,F,7,False,False,0,,19.0,17,0,0,0,0,,,14.0,3.0,9.0,,3.0,3.0,,1.0,1.0,2.0,,1.0,,1.0,,,
787710,FC Midtjylland,397,47447,Pione Sisto,https://media.api-sports.io/football/players/47447.png,86.0,7,F,7.3,False,False,0,,49.0,45,0,0,0,0,,,5.0,4.0,3.0,,,1.0,,2.0,2.0,2.0,,1.0,,,,,
787710,FC Midtjylland,397,15810,Júnior Brumado,https://media.api-sports.io/football/players/15810.png,75.0,74,F,6.9,False,False,0,,15.0,13,0,0,0,0,,2.0,11.0,5.0,7.0,,1.0,,,,3.0,3.0,,,,,,,
787710,FC Midtjylland,397,106722,Jared Thompson,https://media.api-sports.io/football/players/106722.png,,30,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787710,FC Midtjylland,397,65,Dion Cools,https://media.api-sports.io/football/players/65.png,13.0,2,D,6.7,False,True,0,,4.0,4,0,0,0,0,,,2.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,
787710,FC Midtjylland,397,36971,Daniel Høegh,https://media.api-sports.io/football/players/36971.png,,5,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787710,FC Midtjylland,397,161569,Oliver Sørensen,https://media.api-sports.io/football/players/161569.png,,24,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787710,FC Midtjylland,397,9577,Charles,https://media.api-sports.io/football/players/9577.png,12.0,35,M,6.7,False,True,0,,4.0,3,0,0,0,0,,,,,,,,,,,1.0,,,,,,,,
787710,FC Midtjylland,397,180298,Oscar Fraulo,https://media.api-sports.io/football/players/180298.png,,54,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787710,FC Midtjylland,397,161790,Aral Simsir,https://media.api-sports.io/football/players/161790.png,,58,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787710,FC Midtjylland,397,128761,Nicolas Dyhr,https://media.api-sports.io/football/players/128761.png,,44,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787710,FC Midtjylland,397,2755,Awer Mabil,https://media.api-sports.io/football/players/2755.png,15.0,11,M,6.6,False,True,0,,9.0,7,0,0,0,0,,,3.0,2.0,1.0,,,,,1.0,,1.0,,,,,,,
787710,FC Midtjylland,397,156536,Mads Hansen,https://media.api-sports.io/football/players/156536.png,,48,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787710,FC Midtjylland,397,161561,Victor Lind,https://media.api-sports.io/football/players/161561.png,15.0,53,F,6.9,False,True,0,,3.0,3,0,0,0,0,,,2.0,2.0,2.0,,,1.0,,,,2.0,,,,,,,
787710,Ludogorets,566,14356,Kristijan Kahlina,https://media.api-sports.io/football/players/14356.png,90.0,71,G,7,False,False,1,3.0,35.0,15,0,0,0,0,0.0,,2.0,2.0,,,,,,,,,,,,,,,
787710,Ludogorets,566,1057,Cicinho,https://media.api-sports.io/football/players/1057.png,90.0,4,D,7,False,False,0,,14.0,11,1,0,0,0,,6.0,19.0,9.0,,2.0,2.0,,5.0,2.0,,,,,,,,,
787710,Ludogorets,566,8476,Igor Plastun,https://media.api-sports.io/football/players/8476.png,90.0,30,D,6.9,False,False,0,,39.0,36,0,0,0,0,,2.0,3.0,2.0,,,,,1.0,,,,,,,,,,
787710,Ludogorets,566,50058,Josué Sa,https://media.api-sports.io/football/players/50058.png,90.0,32,D,7,False,False,0,,45.0,39,0,0,0,0,,1.0,2.0,1.0,,,,,2.0,,,,1.0,,,,,,
787710,Ludogorets,566,1062,Anton Nedyalkov,https://media.api-sports.io/football/players/1062.png,54.0,3,D,6.6,True,False,0,,21.0,18,0,0,0,0,,1.0,7.0,5.0,,,1.0,,,2.0,,,,,,,,,
787710,Ludogorets,566,10067,Alex Santana,https://media.api-sports.io/football/players/10067.png,74.0,7,M,6.3,False,False,0,,19.0,15,1,0,0,0,,1.0,9.0,3.0,,4.0,,1.0,1.0,2.0,,,,,,,,,
787710,Ludogorets,566,20581,Claude Gonçalves,https://media.api-sports.io/football/players/20581.png,90.0,8,M,6.9,False,False,0,,26.0,20,0,0,0,0,,4.0,13.0,6.0,2.0,2.0,2.0,,2.0,2.0,1.0,,1.0,,,,,,
787710,Ludogorets,566,50233,Stéphane Badji,https://media.api-sports.io/football/players/50233.png,90.0,25,M,6.7,False,False,0,,61.0,53,1,0,0,0,,5.0,14.0,6.0,,6.0,2.0,,1.0,,,,,,,,,,
787710,Ludogorets,566,24835,Bernard Tekpetey,https://media.api-sports.io/football/players/24835.png,74.0,37,F,6.2,False,False,0,,8.0,2,0,0,0,0,,3.0,7.0,3.0,2.0,1.0,1.0,,,,,,,,1.0,,,,
787710,Ludogorets,566,2155,Elvis Manu,https://media.api-sports.io/football/players/2155.png,54.0,10,F,6.3,False,False,0,,3.0,3,0,0,0,0,,,,,,,,,,,,,,,1.0,,,,
787710,Ludogorets,566,30571,Kiril Despodov,https://media.api-sports.io/football/players/30571.png,61.0,11,F,6.9,False,False,0,,4.0,3,0,0,0,0,,,9.0,2.0,4.0,1.0,1.0,1.0,,2.0,1.0,,,1.0,,1.0,,,
787710,Ludogorets,566,38110,Sergio Padt,https://media.api-sports.io/football/players/38110.png,,1,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787710,Ludogorets,566,269188,Damyan Hristov,https://media.api-sports.io/football/players/269188.png,,67,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787710,Ludogorets,566,37925,Shaquille Pinas,https://media.api-sports.io/football/players/37925.png,36.0,6,D,6.5,False,True,0,,15.0,6,0,0,0,0,,1.0,6.0,3.0,1.0,1.0,,,,1.0,,,,,,,,,
787710,Ludogorets,566,1063,Georgi Terziev,https://media.api-sports.io/football/players/1063.png,,5,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787710,Ludogorets,566,3390,Olivier Verdon,https://media.api-sports.io/football/players/3390.png,16.0,24,D,6.6,False,True,0,,18.0,16,0,0,0,0,,,,,,,,,2.0,,,,,,,,,,
787710,Ludogorets,566,1071,Dominik Yankov,https://media.api-sports.io/football/players/1071.png,16.0,64,M,6.7,False,True,0,,2.0,1,0,0,0,0,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,
787710,Ludogorets,566,78098,Dimitar Mitkov,https://media.api-sports.io/football/players/78098.png,,45,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
787710,Ludogorets,566,70482,Mavis Tchibota,https://media.api-sports.io/football/players/70482.png,29.0,13,M,6.3,False,True,0,,5.0,2,0,0,0,0,,,6.0,2.0,1.0,1.0,2.0,,,1.0,,1.0,,,,,,,
