rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,539,Levante,https://media.api-sports.io/football/teams/539.png,79,27,LaLiga 2,WWWWD,same,Promotion,42,22,13,7,69,42,21,13,7,1,42,20,21,9,6,6,27,22
2,797,Elche,https://media.api-sports.io/football/teams/797.png,77,25,LaLiga 2,WWLLW,same,Promotion,42,22,11,9,59,34,21,15,3,3,37,15,21,7,8,6,22,19
3,799,Mirandes,https://media.api-sports.io/football/teams/799.png,75,19,LaLiga 2,LWWDW,same,Promotion Playoffs,42,22,9,11,59,40,21,15,5,1,36,15,21,7,4,10,23,25
4,718,Oviedo,https://media.api-sports.io/football/teams/718.png,75,14,LaLiga 2,WLDWW,same,Promotion Playoffs,42,21,12,9,56,42,21,14,3,4,34,20,21,7,9,5,22,22
5,4665,Racing Santander,https://media.api-sports.io/football/teams/4665.png,71,14,LaLiga 2,LDWDL,same,Promotion Playoffs,42,20,11,11,65,51,21,11,6,4,36,20,21,9,5,7,29,31
6,723,Almeria,https://media.api-sports.io/football/teams/723.png,69,17,LaLiga 2,DLWDW,same,Promotion Playoffs,42,19,12,11,72,55,21,13,7,1,42,19,21,6,5,10,30,36
7,715,Granada CF,https://media.api-sports.io/football/teams/715.png,65,11,LaLiga 2,LWWLL,same,,42,18,11,13,65,54,21,10,7,4,36,21,21,8,4,9,29,33
8,726,Huesca,https://media.api-sports.io/football/teams/726.png,64,9,LaLiga 2,WLWLL,same,,42,18,10,14,58,49,21,12,5,4,39,25,21,6,5,10,19,24
9,545,Eibar,https://media.api-sports.io/football/teams/545.png,58,3,LaLiga 2,LWWWL,same,,42,15,13,14,44,41,21,11,6,4,27,19,21,4,7,10,17,22
10,722,Albacete,https://media.api-sports.io/football/teams/722.png,58,0,LaLiga 2,DWLWL,same,,42,15,13,14,57,57,21,11,6,4,35,25,21,4,7,10,22,32
11,731,Sporting Gijon,https://media.api-sports.io/football/teams/731.png,56,3,LaLiga 2,WWLWL,same,,42,14,14,14,57,54,21,10,5,6,30,25,21,4,9,8,27,29
12,9580,Burgos,https://media.api-sports.io/football/teams/9580.png,55,-7,LaLiga 2,DLLWL,same,,42,15,10,17,41,48,21,10,4,7,26,23,21,5,6,10,15,25
13,724,Cadiz,https://media.api-sports.io/football/teams/724.png,55,2,LaLiga 2,LWLWL,same,,42,14,13,15,55,53,21,9,7,5,29,21,21,5,6,10,26,32
14,713,Cordoba,https://media.api-sports.io/football/teams/713.png,55,-4,LaLiga 2,DLLLW,same,,42,14,13,15,59,63,21,8,8,5,37,26,21,6,5,10,22,37
15,5254,Castellón,https://media.api-sports.io/football/teams/5254.png,53,2,LaLiga 2,WLDLW,same,,42,14,11,17,65,63,21,9,5,7,36,28,21,5,6,10,29,35
16,544,Deportivo La Coruna,https://media.api-sports.io/football/teams/544.png,53,2,LaLiga 2,LLLLW,same,,42,13,14,15,56,54,21,6,8,7,26,27,21,7,6,8,30,27
17,535,Malaga,https://media.api-sports.io/football/teams/535.png,53,-4,LaLiga 2,DLWLW,same,,42,12,17,13,42,46,21,10,7,4,22,16,21,2,10,9,20,30
18,732,Zaragoza,https://media.api-sports.io/football/teams/732.png,51,-7,LaLiga 2,LWLWW,same,,42,13,12,17,56,63,21,7,7,7,28,27,21,6,5,10,28,36
19,9692,Eldense,https://media.api-sports.io/football/teams/9692.png,45,-19,LaLiga 2,LDDWL,same,Relegation,42,11,12,19,44,63,21,6,7,8,26,31,21,5,5,11,18,32
20,719,Tenerife,https://media.api-sports.io/football/teams/719.png,36,-20,LaLiga 2,LLLDD,same,Relegation,42,8,12,22,35,55,21,7,7,7,21,19,21,1,5,15,14,36
21,9409,Racing Ferrol,https://media.api-sports.io/football/teams/9409.png,30,-42,LaLiga 2,LLWDL,same,Relegation,42,6,12,24,22,64,21,3,7,11,12,29,21,3,5,13,10,35
22,5262,FC Cartagena,https://media.api-sports.io/football/teams/5262.png,23,-45,LaLiga 2,LLWLW,same,Relegation,42,6,5,31,33,78,21,4,3,14,13,28,21,2,2,17,20,50
