rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,505,Inter,https://media.api-sports.io/football/teams/505.png,91,54,Serie A,WLWWW,same,Promotion - Champions League (Group Stage),38,28,7,3,89,35,19,17,1,1,53,18,19,11,6,2,36,17
2,489,AC Milan,https://media.api-sports.io/football/teams/489.png,79,33,Serie A,WDWWW,same,Promotion - Champions League (Group Stage),38,24,7,7,74,41,19,8,6,5,31,24,19,16,1,2,43,17
3,499,Atalanta,https://media.api-sports.io/football/teams/499.png,78,43,Serie A,LWWWD,same,Promotion - Champions League (Group Stage),38,23,9,6,90,47,19,12,3,4,49,24,19,11,6,2,41,23
4,496,Juventus,https://media.api-sports.io/football/teams/496.png,78,39,Serie A,WWWLW,same,Promotion - Champions League (Group Stage),38,23,9,6,77,38,19,14,2,3,40,18,19,9,7,3,37,20
5,492,Napoli,https://media.api-sports.io/football/teams/492.png,77,45,Serie A,DWWWD,same,Promotion - Europa League (Group Stage),38,24,5,9,86,41,19,12,4,3,50,20,19,12,1,6,36,21
6,487,Lazio,https://media.api-sports.io/football/teams/487.png,68,6,Serie A,LDLWL,same,Promotion - Europa League (Group Stage),38,21,5,12,61,55,19,13,3,3,36,23,19,8,2,9,25,32
7,497,AS Roma,https://media.api-sports.io/football/teams/497.png,62,10,Serie A,DWLWL,same,Promotion - Europa Conference League (Qualification),38,18,8,12,68,58,19,13,4,2,42,18,19,5,4,10,26,40
8,488,Sassuolo,https://media.api-sports.io/football/teams/488.png,62,8,Serie A,WWLWD,same,,38,17,11,10,64,56,19,7,8,4,31,27,19,10,3,6,33,29
9,498,Sampdoria,https://media.api-sports.io/football/teams/498.png,52,-2,Serie A,WWDLW,same,,38,15,7,16,52,54,19,9,3,7,32,26,19,6,4,9,20,28
10,504,Verona,https://media.api-sports.io/football/teams/504.png,45,-2,Serie A,DDLDD,same,,38,11,12,15,46,48,19,6,6,7,23,23,19,5,6,8,23,25
11,495,Genoa,https://media.api-sports.io/football/teams/495.png,42,-11,Serie A,WLWLL,same,,38,10,12,16,47,58,19,5,7,7,29,30,19,5,5,9,18,28
12,500,Bologna,https://media.api-sports.io/football/teams/500.png,41,-14,Serie A,LDLDD,same,,38,10,11,17,51,65,19,7,5,7,33,33,19,3,6,10,18,32
13,502,Fiorentina,https://media.api-sports.io/football/teams/502.png,40,-12,Serie A,DLDWD,same,,38,9,13,16,47,59,19,6,6,7,25,25,19,3,7,9,22,34
14,494,Udinese,https://media.api-sports.io/football/teams/494.png,40,-16,Serie A,LLLDL,same,,38,10,10,18,42,58,19,5,4,10,14,19,19,5,6,8,28,39
15,515,Spezia,https://media.api-sports.io/football/teams/515.png,39,-20,Serie A,DWDLD,same,,38,9,12,17,52,72,19,5,7,7,28,33,19,4,5,10,24,39
16,490,Cagliari,https://media.api-sports.io/football/teams/490.png,37,-16,Serie A,LDDWD,same,,38,9,10,19,43,59,19,5,4,10,22,32,19,4,6,9,21,27
17,503,Torino,https://media.api-sports.io/football/teams/503.png,37,-19,Serie A,DDLLD,same,,38,7,16,15,50,69,19,3,9,7,25,36,19,4,7,8,25,33
18,506,Benevento,https://media.api-sports.io/football/teams/506.png,33,-35,Serie A,DDLLL,same,Relegation,38,7,12,19,40,75,19,2,7,10,19,39,19,5,5,9,21,36
19,501,Crotone,https://media.api-sports.io/football/teams/501.png,23,-47,Serie A,DDWLL,same,Relegation,38,6,5,27,45,92,19,5,2,12,23,35,19,1,3,15,22,57
20,523,Parma,https://media.api-sports.io/football/teams/523.png,20,-44,Serie A,LLLLL,same,Relegation,38,3,11,24,39,83,19,2,5,12,16,39,19,1,6,12,23,44
