fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,shots_total,shots_on,goals_conceded,goals_saves,passes_total,passes_key,passes_accuracy,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,goals_assists,tackles_total,dribbles_past,goals_total,penalty_won,penalty_commited
2591,FC Nurnberg,171,25613,Sebastian Kerk,https://media.api-sports.io/football/players/25613.png,69,10,M,6.9,False,False,1,0,,,17,1,77%,0,0,7,4,2,0,2,0,0,0,0,0,,,1.0,,,,
2591,FC Nurnberg,171,25620,Törles Knöll,https://media.api-sports.io/football/players/25620.png,76,19,F,6.2,False,False,1,0,,,11,0,64%,0,0,17,7,3,1,1,2,0,0,0,0,,,,2.0,,,
2591,FC Nurnberg,171,25621,Yuya Kubo,https://media.api-sports.io/football/players/25621.png,88,14,F,6.9,False,False,2,1,,,17,2,81%,0,0,14,6,2,1,4,0,0,0,0,0,,,,1.0,,,
2591,FC Nurnberg,171,25609,Patrick Erras,https://media.api-sports.io/football/players/25609.png,2,29,M,–,False,True,0,0,,,1,0,100%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2591,FC Nurnberg,171,25625,Adam Zreľák,https://media.api-sports.io/football/players/25625.png,14,11,F,7.2,False,True,1,1,,,2,0,40%,0,0,11,4,1,1,0,2,1,0,0,0,,,,,1.0,,
2591,FC Nurnberg,171,25623,Federico Palacios,https://media.api-sports.io/football/players/25623.png,21,21,F,6.3,False,True,0,0,,,5,0,71%,0,0,3,1,0,0,1,0,0,0,0,0,,,,1.0,,,
2591,Eintracht Frankfurt,169,1800,Kevin Trapp,https://media.api-sports.io/football/players/1800.png,90,31,G,6.7,False,False,0,0,1.0,2.0,22,0,84%,0,0,1,1,0,0,0,0,1,0,0,0,0.0,,,,,,
2591,Eintracht Frankfurt,169,1819,Makoto Hasebe,https://media.api-sports.io/football/players/1819.png,90,20,D,6.9,False,False,0,0,,,68,0,90%,0,0,8,6,0,0,1,0,0,0,0,0,,,4.0,1.0,,,
2591,Eintracht Frankfurt,169,1807,Evan Ndicka,https://media.api-sports.io/football/players/1807.png,90,2,D,7.1,False,False,0,0,,,43,0,74%,1,1,15,10,0,0,0,2,1,0,0,0,,,2.0,,,,
2591,Eintracht Frankfurt,169,1802,David Abraham,https://media.api-sports.io/football/players/1802.png,90,19,D,7.4,True,False,0,0,,,55,3,83%,1,0,9,8,1,1,1,0,0,0,0,0,,,1.0,,,,
2591,Eintracht Frankfurt,169,1816,Gélson Fernandes,https://media.api-sports.io/football/players/1816.png,90,5,M,6.5,False,False,0,0,,,23,0,71%,0,1,14,4,0,0,0,5,0,0,0,0,,,2.0,2.0,,,
2591,Eintracht Frankfurt,169,1812,Danny da Costa,https://media.api-sports.io/football/players/1812.png,90,24,M,6.8,False,False,1,0,,,20,2,69%,0,1,13,5,6,1,1,3,0,0,0,0,,1.0,,,,,
2591,Eintracht Frankfurt,169,1815,Jonathan de Guzmán,https://media.api-sports.io/football/players/1815.png,81,6,M,6.9,False,False,0,0,,,41,1,80%,0,1,5,3,1,1,1,0,0,0,0,0,,,,1.0,,,
2591,Eintracht Frankfurt,169,1818,Mijat Gaćinović,https://media.api-sports.io/football/players/1818.png,68,11,M,6.5,False,False,1,0,,,17,1,65%,1,0,10,4,2,1,2,0,0,0,0,0,,,1.0,3.0,,,
2591,Eintracht Frankfurt,169,1821,Filip Kostić,https://media.api-sports.io/football/players/1821.png,90,10,M,7.1,False,False,1,0,,,21,3,61%,0,1,12,6,2,1,1,3,0,0,0,0,,,1.0,,,,
2591,Eintracht Frankfurt,169,1828,Luka Jović,https://media.api-sports.io/football/players/1828.png,90,8,F,6.8,False,False,4,1,,,23,0,82%,0,1,10,7,2,1,2,0,0,0,0,0,,,,,,,
2591,Eintracht Frankfurt,169,1831,Ante Rebić,https://media.api-sports.io/football/players/1831.png,69,4,F,6.8,False,False,2,0,,,12,1,75%,0,0,14,5,1,1,1,2,1,0,0,0,,,,,,,
2591,Eintracht Frankfurt,169,1823,Marc Stendera,https://media.api-sports.io/football/players/1823.png,9,21,M,6.7,False,False,0,0,,,9,0,75%,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2591,Eintracht Frankfurt,169,10319,Allan,https://media.api-sports.io/football/players/10319.png,22,28,M,6.5,False,False,0,0,,,8,0,72%,0,0,1,1,0,0,1,0,0,0,0,0,,,,,,,
2591,Eintracht Frankfurt,169,1826,Sébastien Haller,https://media.api-sports.io/football/players/1826.png,21,9,F,7.3,False,False,1,1,,,7,0,46%,0,0,5,3,1,1,0,0,0,0,0,0,,,,,1.0,,
2595,RB Leipzig,173,1139,Péter Gulácsi,https://media.api-sports.io/football/players/1139.png,90,1,G,7.0,False,False,0,0,0.0,0.0,31,0,86%,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
2595,RB Leipzig,173,1146,Nordi Mukiele,https://media.api-sports.io/football/players/1146.png,90,22,D,7.3,False,False,2,0,,,44,0,62%,0,1,13,10,5,4,1,1,0,0,0,0,,,1.0,,,,
2595,RB Leipzig,173,1148,Willi Orbán,https://media.api-sports.io/football/players/1148.png,90,4,D,7.5,True,False,1,0,,,42,0,77%,1,1,14,10,0,0,1,0,0,0,0,0,,,1.0,,,,
2595,RB Leipzig,173,1149,Dayot Upamecano,https://media.api-sports.io/football/players/1149.png,90,5,D,7.5,False,False,0,0,,,59,0,77%,1,5,13,8,2,2,0,2,0,0,0,0,,,1.0,,,,
2595,RB Leipzig,173,1143,Marcel Halstenberg,https://media.api-sports.io/football/players/1143.png,90,23,D,6.7,False,False,1,0,,,52,2,76%,0,0,14,4,2,1,1,2,0,0,0,0,,,1.0,3.0,,,
2595,RB Leipzig,173,1157,Konrad Laimer,https://media.api-sports.io/football/players/1157.png,80,27,D,6.3,False,False,0,0,,,29,2,78%,0,1,13,4,1,0,0,1,1,0,0,0,,,1.0,2.0,,,
2595,RB Leipzig,173,1154,Stefan Ilsanker,https://media.api-sports.io/football/players/1154.png,68,13,M,6.4,False,False,0,0,,,31,0,77%,0,2,10,4,1,1,0,2,0,0,0,0,,,1.0,2.0,,,
2595,RB Leipzig,173,1151,Diego Demme,https://media.api-sports.io/football/players/1151.png,90,31,M,7.7,False,False,0,0,,,72,2,85%,0,2,13,11,1,1,6,1,1,0,0,0,,,2.0,,,,
2595,RB Leipzig,173,1159,Marcel Sabitzer,https://media.api-sports.io/football/players/1159.png,90,7,M,6.6,False,False,3,0,,,37,1,75%,0,0,7,4,0,0,2,1,0,0,0,0,,,,1.0,,,
2595,RB Leipzig,173,1166,Timo Werner,https://media.api-sports.io/football/players/1166.png,80,11,F,6.7,False,False,4,0,,,25,1,69%,0,1,7,2,2,1,1,1,1,0,0,0,,,,2.0,,,
2595,RB Leipzig,173,1167,Yussuf Poulsen,https://media.api-sports.io/football/players/1167.png,90,9,F,6.8,False,False,1,1,,,19,2,67%,0,0,13,4,1,0,0,1,0,0,0,0,,,,1.0,,,
2595,RB Leipzig,173,1155,Kevin Kampl,https://media.api-sports.io/football/players/1155.png,22,44,M,7.0,False,True,1,0,,,18,0,90%,0,1,3,3,2,2,1,0,0,0,0,0,,,,,,,
2595,RB Leipzig,173,1163,Bruma,https://media.api-sports.io/football/players/1163.png,10,17,M,6.5,False,True,1,0,,,9,1,100%,0,0,2,1,1,0,1,0,0,0,0,0,,,,,,,
2595,RB Leipzig,173,1164,Jean-Kévin Augustin,https://media.api-sports.io/football/players/1164.png,10,29,F,6.8,False,True,1,1,,,3,0,100%,0,0,2,1,1,1,0,0,0,0,0,0,,,,,,,
2595,FC Schalke 04,174,399,Alexander Nübel,https://media.api-sports.io/football/players/399.png,90,35,G,7.4,False,False,0,0,0.0,2.0,10,0,58%,0,0,2,2,0,0,0,0,0,0,0,0,0.0,,,,,,
2595,FC Schalke 04,174,407,Benjamin Stambouli,https://media.api-sports.io/football/players/407.png,90,17,D,6.9,True,False,0,0,,,14,0,50%,1,2,6,3,1,1,1,1,0,0,0,0,,,1.0,1.0,,,
2595,FC Schalke 04,174,406,Salif Sané,https://media.api-sports.io/football/players/406.png,90,26,D,7.5,False,False,1,0,,,23,0,82%,1,3,9,7,0,0,1,0,0,0,0,0,,,1.0,1.0,,,
2595,FC Schalke 04,174,403,Matija Nastasić,https://media.api-sports.io/football/players/403.png,90,5,D,7.3,False,False,1,0,,,16,0,66%,1,4,5,2,0,0,0,1,0,0,0,0,,,1.0,1.0,,,
2595,FC Schalke 04,174,410,Daniel Caligiuri,https://media.api-sports.io/football/players/410.png,90,18,M,7.1,False,False,1,0,,,15,0,42%,0,1,18,11,5,5,2,2,0,0,0,0,,,2.0,1.0,,,
2595,FC Schalke 04,174,415,Weston McKennie,https://media.api-sports.io/football/players/415.png,90,2,M,5.9,False,False,1,0,,,7,0,31%,1,1,15,6,0,0,1,2,1,0,0,0,,,1.0,1.0,,,
2595,FC Schalke 04,174,409,Nabil Bentaleb,https://media.api-sports.io/football/players/409.png,90,10,M,7.6,False,False,0,0,,,29,3,55%,2,2,15,7,2,2,0,3,0,0,0,0,,,2.0,3.0,,,
2595,FC Schalke 04,174,418,Suat Serdar,https://media.api-sports.io/football/players/418.png,90,8,M,6.8,False,False,0,0,,,5,0,33%,0,3,16,9,4,1,2,0,0,0,0,0,,,3.0,1.0,,,
2595,FC Schalke 04,174,402,Hamza Mendyl,https://media.api-sports.io/football/players/402.png,57,3,D,6.4,False,False,0,0,,,6,0,35%,0,1,6,2,1,1,0,2,1,0,0,0,,,1.0,1.0,,,
2595,FC Schalke 04,174,421,Breel Embolo,https://media.api-sports.io/football/players/421.png,89,36,F,6.2,False,False,1,0,,,7,1,53%,0,1,13,4,2,0,2,1,0,0,0,0,,,1.0,,,,
2595,FC Schalke 04,174,426,Mark Uth,https://media.api-sports.io/football/players/426.png,85,7,F,6.7,False,False,1,0,,,14,1,73%,0,0,11,3,2,1,1,1,0,0,0,0,,,1.0,1.0,,,
2595,FC Schalke 04,174,417,Alessandro Schöpf,https://media.api-sports.io/football/players/417.png,33,28,M,6.4,False,False,0,0,,,2,0,40%,0,1,5,2,0,0,1,2,0,0,0,0,,,1.0,1.0,,,
2595,FC Schalke 04,174,420,Guido Burgstaller,https://media.api-sports.io/football/players/420.png,1,19,F,–,False,False,0,0,,,0,0,0%,0,0,2,0,1,0,0,0,0,0,0,0,,,,1.0,,,
2595,FC Schalke 04,174,424,Steven Skrzybski,https://media.api-sports.io/football/players/424.png,5,22,F,6.5,False,False,0,0,,,1,0,33%,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,
2597,Werder Bremen,162,25310,Jiří Pavlenka,https://media.api-sports.io/football/players/25310.png,90,1,G,6.2,False,False,0,0,6.0,6.0,18,0,69%,0,1,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
2597,Werder Bremen,162,2821,Miloš Veljković,https://media.api-sports.io/football/players/2821.png,90,13,D,6.4,False,False,0,0,,,85,0,91%,0,4,8,5,0,0,1,1,1,0,0,0,,,1.0,1.0,,,
2597,Werder Bremen,162,25316,Sebastian Langkamp,https://media.api-sports.io/football/players/25316.png,90,15,D,6.0,False,False,0,0,,,80,0,96%,1,2,6,3,0,0,0,1,1,0,0,0,,,1.0,1.0,,,
2597,Werder Bremen,162,25314,Marco Friedl,https://media.api-sports.io/football/players/25314.png,45,32,D,6.7,False,False,0,0,,,33,0,84%,0,2,7,6,1,1,0,0,0,0,0,0,,,2.0,,,,
2597,Werder Bremen,162,25315,Theodor Gebre Selassie,https://media.api-sports.io/football/players/25315.png,90,23,D,6.1,False,False,0,0,,,36,1,78%,0,4,8,2,2,0,1,1,0,0,0,0,,,,,,,
2597,Werder Bremen,162,2917,Maximilian Eggestein,https://media.api-sports.io/football/players/2917.png,90,35,M,6.5,False,False,1,0,,,31,0,86%,1,1,9,5,0,0,1,0,0,0,0,0,,,2.0,2.0,,,
2597,Werder Bremen,162,25325,Nuri Şahin,https://media.api-sports.io/football/players/25325.png,70,17,M,7.3,False,False,0,0,,,68,0,90%,0,1,8,7,3,3,0,0,0,0,0,0,,,3.0,,,,
2597,Werder Bremen,162,25321,Davy Klaassen,https://media.api-sports.io/football/players/25321.png,90,30,M,7.3,False,False,2,1,,,37,2,71%,1,2,15,6,3,1,0,4,0,0,0,0,,1.0,3.0,1.0,,,
2597,Werder Bremen,162,2852,Ludwig Augustinsson,https://media.api-sports.io/football/players/2852.png,90,5,D,7.1,False,False,4,2,,,45,1,90%,0,0,10,7,1,0,3,0,0,0,0,0,,,2.0,,,,
2597,Werder Bremen,162,25330,Yuya Osako,https://media.api-sports.io/football/players/25330.png,79,8,F,6.9,False,False,2,1,,,18,0,75%,1,0,11,5,3,2,0,0,0,0,0,0,,,,,1.0,,
2597,Werder Bremen,162,25329,Max Kruse,https://media.api-sports.io/football/players/25329.png,90,10,F,6.9,True,False,3,1,,,32,3,76%,0,0,7,2,1,0,2,1,0,0,0,0,,,,2.0,,,
2597,Werder Bremen,162,25323,Kevin Möhwald,https://media.api-sports.io/football/players/25323.png,11,6,M,6.5,False,True,0,0,,,3,0,75%,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,
2597,Werder Bremen,162,25324,Milot Rashica,https://media.api-sports.io/football/players/25324.png,20,11,F,6.4,False,True,1,0,,,1,0,50%,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,
2597,Werder Bremen,162,25331,Claudio Pizarro,https://media.api-sports.io/football/players/25331.png,45,4,F,6.9,False,True,1,1,,,9,1,60%,0,0,8,2,2,0,0,0,0,0,0,0,,,,,1.0,,
2597,Bayer Leverkusen,168,963,Lukáš Hrádecký,https://media.api-sports.io/football/players/963.png,90,1,G,6.3,False,False,0,0,2.0,3.0,15,0,53%,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
2597,Bayer Leverkusen,168,972,Jonathan Tah,https://media.api-sports.io/football/players/972.png,90,4,D,6.8,False,False,0,0,,,32,0,84%,1,2,4,3,1,1,0,1,1,0,0,0,,,,,,,
2597,Bayer Leverkusen,168,966,Sven Bender,https://media.api-sports.io/football/players/966.png,90,5,D,7.1,False,False,0,0,,,19,0,82%,1,3,6,5,0,0,1,0,0,0,0,0,,,2.0,,,,
2597,Bayer Leverkusen,168,968,Aleksandar Dragović,https://media.api-sports.io/football/players/968.png,90,6,D,7.4,False,False,1,1,,,25,0,78%,0,1,7,4,0,0,0,0,0,0,0,0,,,1.0,1.0,1.0,,
2597,Bayer Leverkusen,168,973,Mitchell Weiser,https://media.api-sports.io/football/players/973.png,90,23,D,6.7,False,False,0,0,,,24,3,64%,1,1,9,2,3,1,0,2,0,0,0,0,,1.0,,,,,
2597,Bayer Leverkusen,168,978,Kai Havertz,https://media.api-sports.io/football/players/978.png,81,29,M,8.6,False,False,4,3,,,32,0,86%,0,2,12,7,3,1,3,0,0,0,0,0,,,1.0,1.0,2.0,,
2597,Bayer Leverkusen,168,977,Lars Bender,https://media.api-sports.io/football/players/977.png,59,8,M,7.2,True,False,1,1,,,18,0,78%,0,1,9,7,2,2,0,1,0,0,0,0,,,1.0,1.0,,,
2597,Bayer Leverkusen,168,970,Wendell,https://media.api-sports.io/football/players/970.png,90,18,D,7.1,False,False,0,0,,,40,2,87%,1,0,9,3,3,0,1,0,0,0,0,0,,,1.0,,,,
2597,Bayer Leverkusen,168,976,Karim Bellarabi,https://media.api-sports.io/football/players/976.png,52,38,M,7.8,False,False,5,1,,,8,1,80%,0,0,6,0,1,0,0,0,0,0,0,0,,1.0,,3.0,1.0,,
2597,Bayer Leverkusen,168,989,Kevin Volland,https://media.api-sports.io/football/players/989.png,90,31,F,9.0,False,False,2,2,,,25,3,80%,0,0,17,8,2,2,3,3,1,0,0,0,,2.0,1.0,,1.0,,
2597,Bayer Leverkusen,168,984,Julian Brandt,https://media.api-sports.io/football/players/984.png,90,10,M,8.4,False,False,3,3,,,46,3,80%,0,1,10,4,2,0,0,0,0,0,0,0,,1.0,3.0,1.0,1.0,,
2597,Bayer Leverkusen,168,979,Dominik Kohr,https://media.api-sports.io/football/players/979.png,31,21,M,7.1,False,False,1,1,,,10,1,90%,0,1,4,3,0,0,0,1,0,0,0,0,,,2.0,,,,
2597,Bayer Leverkusen,168,983,Leon Bailey,https://media.api-sports.io/football/players/983.png,38,9,M,6.5,False,False,1,0,,,13,0,86%,0,0,2,1,1,0,1,0,0,0,0,0,,,,,,,
2597,Bayer Leverkusen,168,982,Lucas Alario,https://media.api-sports.io/football/players/982.png,9,13,F,6.4,False,False,0,0,,,2,0,66%,0,0,4,1,0,0,0,0,0,0,0,0,,,,,,,
2605,VfB Stuttgart,172,26293,Ron-Robert Zieler,https://media.api-sports.io/football/players/26293.png,90,1,G,6.3,False,False,0,0,3.0,4.0,24,0,55%,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
2605,VfB Stuttgart,172,26297,Timo Baumgartl,https://media.api-sports.io/football/players/26297.png,90,5,D,7.0,False,False,0,0,,,40,0,76%,1,4,14,10,1,1,3,1,0,0,0,0,,,1.0,2.0,,,
2605,VfB Stuttgart,172,26296,Holger Badstuber,https://media.api-sports.io/football/players/26296.png,90,28,D,6.9,False,False,0,0,,,50,0,86%,1,0,9,4,0,0,0,0,0,0,0,0,,,2.0,,,,
2605,VfB Stuttgart,172,2725,Benjamin Pavard,https://media.api-sports.io/football/players/2725.png,90,21,D,6.0,False,False,0,0,,,57,1,82%,0,0,15,5,2,0,0,2,0,0,0,0,,,,,,,
2605,VfB Stuttgart,172,26302,Pablo Maffeo,https://media.api-sports.io/football/players/26302.png,90,7,M,6.8,False,False,1,0,,,25,1,69%,1,1,19,9,4,3,1,0,0,0,0,0,,,3.0,1.0,,,
2605,VfB Stuttgart,172,26309,Christian Gentner,https://media.api-sports.io/football/players/26309.png,90,20,M,6.9,True,False,1,0,,,40,0,78%,0,3,7,5,2,1,2,0,0,0,0,0,,,,1.0,,,
2605,VfB Stuttgart,172,26305,Santiago Ascacibar,https://media.api-sports.io/football/players/26305.png,90,6,M,6.9,False,False,0,0,,,49,1,89%,0,5,11,6,0,0,1,1,1,0,0,0,,,1.0,,,,
2605,VfB Stuttgart,172,26295,Dennis Aogo,https://media.api-sports.io/football/players/26295.png,90,3,M,6.9,False,False,0,0,,,34,1,81%,0,0,7,6,2,2,0,0,0,0,0,0,,,2.0,,,,
2605,VfB Stuttgart,172,26311,Erik Thommy,https://media.api-sports.io/football/players/26311.png,45,17,M,7.0,False,False,2,0,,,16,1,84%,0,1,5,3,2,2,1,0,0,0,0,0,,,,,,,
2605,VfB Stuttgart,172,26315,Nicolás González,https://media.api-sports.io/football/players/26315.png,77,22,F,6.9,False,False,4,0,,,23,1,69%,0,0,19,11,5,4,0,0,0,0,0,0,,,,,,,
2605,VfB Stuttgart,172,26314,Mario Gómez,https://media.api-sports.io/football/players/26314.png,90,27,F,6.8,False,False,2,0,,,15,3,68%,0,0,12,7,1,1,1,0,0,0,0,0,,,,,,,
2605,VfB Stuttgart,172,26306,Gonzalo Castro,https://media.api-sports.io/football/players/26306.png,5,8,M,–,False,True,0,0,,,1,0,100%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2605,VfB Stuttgart,172,24885,Berkay Özcan,https://media.api-sports.io/football/players/24885.png,40,31,F,6.3,False,True,0,0,,,22,0,88%,0,0,5,2,2,1,1,0,0,0,0,0,,,,,,,
2605,VfB Stuttgart,172,26304,Chadrac Akolo,https://media.api-sports.io/football/players/26304.png,13,19,F,6.4,False,True,0,0,,,1,0,100%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2605,Eintracht Frankfurt,169,1800,Kevin Trapp,https://media.api-sports.io/football/players/1800.png,90,31,G,7.0,False,False,0,0,0.0,0.0,19,0,63%,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
2605,Eintracht Frankfurt,169,1802,David Abraham,https://media.api-sports.io/football/players/1802.png,90,19,D,7.1,True,False,0,0,,,48,0,80%,0,1,12,6,0,0,0,1,0,0,0,0,,,1.0,,,,
2605,Eintracht Frankfurt,169,1819,Makoto Hasebe,https://media.api-sports.io/football/players/1819.png,90,20,D,6.7,False,False,0,0,,,39,0,79%,1,2,4,0,0,0,0,0,0,0,0,0,,,,1.0,,,
2605,Eintracht Frankfurt,169,1807,Evan Ndicka,https://media.api-sports.io/football/players/1807.png,90,2,D,6.8,False,False,0,0,,,39,0,78%,1,1,10,6,0,0,0,0,0,0,0,0,,,,2.0,,,
2605,Eintracht Frankfurt,169,1812,Danny da Costa,https://media.api-sports.io/football/players/1812.png,90,24,M,6.4,False,False,0,0,,,26,1,86%,0,1,9,3,2,0,0,0,0,0,0,0,,,1.0,2.0,,,
2605,Eintracht Frankfurt,169,1815,Jonathan de Guzmán,https://media.api-sports.io/football/players/1815.png,90,6,M,6.9,False,False,0,0,,,49,0,79%,0,0,6,4,0,0,1,0,0,0,0,0,,,2.0,2.0,,,
2605,Eintracht Frankfurt,169,1816,Gélson Fernandes,https://media.api-sports.io/football/players/1816.png,45,5,M,6.9,False,False,0,0,,,19,0,90%,0,1,5,3,0,0,0,1,0,0,0,0,,,2.0,,,,
2605,Eintracht Frankfurt,169,1821,Filip Kostić,https://media.api-sports.io/football/players/1821.png,87,10,M,6.5,False,False,1,1,,,22,1,59%,0,1,16,9,2,1,0,1,1,0,0,0,,,2.0,3.0,,,
2605,Eintracht Frankfurt,169,1831,Ante Rebić,https://media.api-sports.io/football/players/1831.png,79,4,F,7.6,False,False,3,1,,,16,5,59%,0,0,17,7,7,2,0,1,0,0,0,0,,,,1.0,1.0,,
2605,Eintracht Frankfurt,169,1826,Sébastien Haller,https://media.api-sports.io/football/players/1826.png,90,9,F,7.6,False,False,3,3,,,26,2,66%,0,1,25,11,2,1,2,3,1,0,0,0,,,,1.0,1.0,,
2605,Eintracht Frankfurt,169,1828,Luka Jović,https://media.api-sports.io/football/players/1828.png,90,8,F,7.3,False,False,7,1,,,17,3,70%,0,0,12,4,0,0,1,2,0,0,0,0,,1.0,1.0,1.0,,,
2605,Eintracht Frankfurt,169,1823,Marc Stendera,https://media.api-sports.io/football/players/1823.png,45,21,M,6.4,False,False,0,0,,,15,0,78%,0,0,6,2,0,0,0,1,0,0,0,0,,,,2.0,,,
2605,Eintracht Frankfurt,169,25382,Nicolai Müller,https://media.api-sports.io/football/players/25382.png,11,27,M,7.3,False,False,1,1,,,2,0,100%,0,0,1,0,0,0,0,0,0,0,0,0,,,,,1.0,,
2605,Eintracht Frankfurt,169,1813,Jetro Willems,https://media.api-sports.io/football/players/1813.png,3,15,M,–,False,False,0,0,,,4,1,100%,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,,,,,
2599,Bayern Munich,157,497,Manuel Neuer,https://media.api-sports.io/football/players/497.png,90,1,G,6.3,True,False,0,0,1.0,0.0,20,0,83%,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
2599,Bayern Munich,157,500,Rafinha,https://media.api-sports.io/football/players/500.png,90,13,D,7.2,False,False,2,0,,,80,3,89%,2,2,10,2,0,0,1,1,1,0,0,0,,1.0,,4.0,,,
2599,Bayern Munich,157,506,Niklas Süle,https://media.api-sports.io/football/players/506.png,90,4,D,7.9,False,False,1,0,,,91,0,89%,2,0,13,11,1,1,0,0,0,0,0,0,,,3.0,,,,
2599,Bayern Munich,157,499,Jérôme Boateng,https://media.api-sports.io/football/players/499.png,90,17,D,7.1,False,False,0,0,,,75,1,88%,0,0,5,4,0,0,2,0,0,0,0,0,,,2.0,1.0,,,
2599,Bayern Munich,157,505,David Alaba,https://media.api-sports.io/football/players/505.png,90,27,D,6.9,False,False,1,0,,,52,0,94%,0,1,5,3,0,0,1,0,0,0,0,0,,,,,,,
2599,Bayern Munich,157,502,Joshua Kimmich,https://media.api-sports.io/football/players/502.png,90,32,D,7.0,False,False,0,0,,,94,2,94%,0,2,12,3,3,1,0,4,0,0,0,0,,,,2.0,,,
2599,Bayern Munich,157,516,Arjen Robben,https://media.api-sports.io/football/players/516.png,63,10,M,7.0,False,False,3,2,,,40,3,80%,0,0,7,4,1,1,0,1,0,0,0,0,,,,1.0,,,
2599,Bayern Munich,157,513,Renato Sanches,https://media.api-sports.io/football/players/513.png,90,35,M,7.3,False,False,3,0,,,67,1,90%,0,2,4,4,2,2,2,0,0,0,0,0,,,,,,,
2599,Bayern Munich,157,517,James Rodríguez,https://media.api-sports.io/football/players/517.png,71,11,M,7.5,False,False,4,2,,,49,5,89%,0,0,8,4,1,1,1,1,0,0,0,0,,,1.0,2.0,,,
2599,Bayern Munich,157,510,Serge Gnabry,https://media.api-sports.io/football/players/510.png,83,22,M,7.7,False,False,4,1,,,35,2,85%,0,0,11,5,6,2,0,0,0,0,0,0,,,3.0,1.0,1.0,,
2599,Bayern Munich,157,521,Robert Lewandowski,https://media.api-sports.io/football/players/521.png,90,9,F,6.1,False,False,5,1,,,17,0,77%,0,0,8,2,1,0,1,1,0,0,0,0,,,,,,,
2599,Bayern Munich,157,522,Thomas Müller,https://media.api-sports.io/football/players/522.png,19,25,M,6.7,False,True,0,0,,,6,0,60%,1,0,2,0,0,0,0,0,0,0,0,0,,,,,,,
2599,Bayern Munich,157,515,Franck Ribéry,https://media.api-sports.io/football/players/515.png,27,7,M,6.6,False,True,1,0,,,15,2,88%,0,1,5,2,3,1,0,1,0,0,0,0,,,,,,,
2599,Bayern Munich,157,511,Leon Goretzka,https://media.api-sports.io/football/players/511.png,7,18,M,6.4,False,True,0,0,,,3,0,75%,0,0,2,1,0,0,0,0,0,0,0,0,,,,,,,
2599,SC Freiburg,160,26234,Alexander Schwolow,https://media.api-sports.io/football/players/26234.png,90,1,G,7.4,False,False,0,0,1.0,5.0,17,0,54%,0,0,1,1,0,0,0,0,1,0,0,0,0.0,,,,,,
2599,SC Freiburg,160,26244,Pascal Stenzel,https://media.api-sports.io/football/players/26244.png,90,15,D,7.0,False,False,1,0,,,19,0,73%,1,2,7,4,0,0,1,2,0,0,0,0,,,2.0,,,,
2599,SC Freiburg,160,26235,Manuel Gulde,https://media.api-sports.io/football/players/26235.png,90,5,D,6.8,False,False,0,0,,,14,0,82%,1,0,3,2,0,0,1,1,0,0,0,0,,,,,,,
2599,SC Freiburg,160,26237,Dominique Heintz,https://media.api-sports.io/football/players/26237.png,90,23,D,7.1,False,False,0,0,,,20,0,74%,2,2,3,2,0,0,0,0,0,0,0,0,,,,,,,
2599,SC Freiburg,160,26236,Christian Günter,https://media.api-sports.io/football/players/26236.png,90,30,D,7.2,False,False,2,0,,,23,2,74%,1,0,7,3,1,1,0,1,0,0,0,0,,1.0,1.0,2.0,,,
2599,SC Freiburg,160,26246,Mike Frantz,https://media.api-sports.io/football/players/26246.png,67,8,M,6.2,True,False,1,0,,,6,0,66%,0,0,5,1,0,0,1,0,0,0,0,0,,,,1.0,,,
2599,SC Freiburg,160,26238,Robin Koch,https://media.api-sports.io/football/players/26238.png,90,25,M,7.1,False,False,1,0,,,10,0,58%,5,3,6,3,0,0,0,0,0,0,0,0,,,2.0,1.0,,,
2599,SC Freiburg,160,26250,Nicolas Höfler,https://media.api-sports.io/football/players/26250.png,90,27,M,7.3,False,False,2,0,,,32,1,82%,0,3,13,10,1,1,2,0,0,0,0,0,,,5.0,2.0,,,
2599,SC Freiburg,160,26249,Janik Haberer,https://media.api-sports.io/football/players/26249.png,90,19,M,7.2,False,False,1,0,,,21,3,77%,0,4,14,9,4,4,3,1,0,0,0,0,,,1.0,1.0,,,
