rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,157,Bayern Munich,https://media.api-sports.io/football/teams/157.png,78,56,Bundesliga,WDWDW,,Promotion - Champions League (Group Stage),34,24,6,4,88,32,17,13,3,1,49,14,17,11,3,3,39,18
2,165,Borussia Dortmund,https://media.api-sports.io/football/teams/165.png,76,37,Bundesliga,WWDLW,,Promotion - Champions League (Group Stage),34,23,7,4,81,44,17,14,2,1,52,25,17,9,5,3,29,19
3,173,RB Leipzig,https://media.api-sports.io/football/teams/173.png,66,34,Bundesliga,LDDWW,,Promotion - Champions League (Group Stage),34,19,9,6,63,29,17,10,6,1,34,9,17,9,3,5,29,20
4,168,Bayer Leverkusen,https://media.api-sports.io/football/teams/168.png,58,17,Bundesliga,WDWWW,,Promotion - Champions League (Group Stage),34,18,4,12,69,52,17,9,2,6,32,25,17,9,2,6,37,27
5,163,Borussia Monchengladbach,https://media.api-sports.io/football/teams/163.png,55,13,Bundesliga,LWDLL,,Promotion - Europa League (Group Stage),34,16,7,11,55,42,17,9,3,5,31,22,17,7,4,6,24,20
6,161,VfL Wolfsburg,https://media.api-sports.io/football/teams/161.png,55,12,Bundesliga,WLWWD,,Promotion - Europa League (Group Stage),34,16,7,11,62,50,17,8,5,4,36,23,17,8,2,7,26,27
7,169,Eintracht Frankfurt,https://media.api-sports.io/football/teams/169.png,54,12,Bundesliga,LLLDD,,Promotion - Europa League (Qualification),34,15,9,10,60,48,17,8,4,5,32,21,17,7,5,5,28,27
8,162,Werder Bremen,https://media.api-sports.io/football/teams/162.png,53,9,Bundesliga,WWDLL,,,34,14,11,9,58,49,17,8,6,3,35,26,17,6,5,6,23,23
9,167,1899 Hoffenheim,https://media.api-sports.io/football/teams/167.png,51,18,Bundesliga,LLDLW,,,34,13,12,9,70,52,17,7,5,5,28,20,17,6,7,4,42,32
10,158,Fortuna Dusseldorf,https://media.api-sports.io/football/teams/158.png,44,-16,Bundesliga,WLDWL,,,34,13,5,16,49,65,17,9,0,8,27,28,17,4,5,8,22,37
11,159,Hertha Berlin,https://media.api-sports.io/football/teams/159.png,43,-8,Bundesliga,LWWDD,,,34,11,10,13,49,57,17,6,6,5,26,27,17,5,4,8,23,30
12,164,FSV Mainz 05,https://media.api-sports.io/football/teams/164.png,43,-11,Bundesliga,WWDLW,,,34,12,7,15,46,57,17,8,5,4,31,22,17,4,2,11,15,35
13,160,SC Freiburg,https://media.api-sports.io/football/teams/160.png,36,-15,Bundesliga,WLDLL,,,34,8,12,14,46,61,17,6,7,4,32,27,17,2,5,10,14,34
14,174,FC Schalke 04,https://media.api-sports.io/football/teams/174.png,33,-18,Bundesliga,DDDWL,,,34,8,9,17,37,55,17,4,3,10,16,28,17,4,6,7,21,27
15,170,FC Augsburg,https://media.api-sports.io/football/teams/170.png,32,-20,Bundesliga,LLDLW,,,34,8,8,18,51,71,17,5,4,8,34,33,17,3,4,10,17,38
16,172,VfB Stuttgart,https://media.api-sports.io/football/teams/172.png,28,-38,Bundesliga,DWLWL,,Bundesliga (Relegation - Play Offs),34,7,7,20,32,70,17,6,4,7,22,27,17,1,3,13,10,43
17,166,Hannover 96,https://media.api-sports.io/football/teams/166.png,21,-40,Bundesliga,LWLWD,,Relegation - 2. Bundesliga,34,5,6,23,31,71,17,5,1,11,15,26,17,0,5,12,16,45
18,171,FC Nurnberg,https://media.api-sports.io/football/teams/171.png,19,-42,Bundesliga,LLLDL,,Relegation - 2. Bundesliga,34,3,10,21,26,68,17,3,7,7,16,22,17,0,3,14,10,46
