fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_committed,shots_total,fouls_drawn,dribbles_past,passes_key,tackles_blocks,offsides,shots_on,goals_total,goals_saves,penalty_commited,goals_assists,penalty_won
1099022,Sassuolo,488,30461,Grégoire Defrel,https://media.api-sports.io/football/players/30461.png,120.0,92.0,M,6.6,False,False,0,48.0,39,1,0,0,0,,2.0,,8.0,4.0,2.0,,,1.0,2.0,1.0,1.0,,,,,,,,
1099022,Sassuolo,488,48577,Nedim Bajrami,https://media.api-sports.io/football/players/48577.png,66.0,11.0,M,7.6,False,False,0,24.0,17,0,0,0,0,,1.0,,6.0,3.0,4.0,2.0,1.0,2.0,,,2.0,,,1.0,1.0,,,,
1099022,Sassuolo,488,2215,Armand Laurienté,https://media.api-sports.io/football/players/2215.png,84.0,45.0,M,6.9,False,False,0,26.0,17,0,0,0,0,,1.0,,13.0,6.0,6.0,4.0,2.0,2.0,1.0,2.0,,,,1.0,,,,,
1099022,Sassuolo,488,31094,Andrea Pinamonti,https://media.api-sports.io/football/players/31094.png,84.0,9.0,F,7.9,False,False,0,13.0,10,0,0,1,0,,3.0,1.0,10.0,8.0,3.0,2.0,,2.0,2.0,1.0,1.0,,,2.0,1.0,,,,
1099022,Sassuolo,488,152857,Ruan,https://media.api-sports.io/football/players/152857.png,55.0,44.0,D,6.3,False,True,0,40.0,38,0,0,0,0,,,,5.0,1.0,,,1.0,,,,,1.0,,,,,,,
1099022,Sassuolo,488,91490,Samuele Mulattieri,https://media.api-sports.io/football/players/91490.png,54.0,8.0,F,8.5,False,True,0,9.0,8,0,0,0,0,,,,6.0,3.0,,,,2.0,2.0,,1.0,,,2.0,2.0,,,,
1099022,Sassuolo,488,342035,Cristian Volpato,https://media.api-sports.io/football/players/342035.png,36.0,23.0,M,7.3,False,True,0,21.0,18,1,0,0,0,,,,3.0,3.0,,,,1.0,,,3.0,,,1.0,,,,1.0,
1099022,Sassuolo,488,1189,Emil Konradsen Ceide,https://media.api-sports.io/football/players/1189.png,36.0,15.0,F,7.5,False,True,0,22.0,18,0,0,0,0,,,,9.0,4.0,5.0,4.0,,2.0,,1.0,,,,2.0,1.0,,,,
1099022,Sassuolo,488,342653,Filippo Missori,https://media.api-sports.io/football/players/342653.png,24.0,2.0,D,6.9,False,True,0,19.0,17,0,0,0,0,,1.0,,3.0,3.0,2.0,2.0,,,,,,,,,,,,,
1099022,Sassuolo,488,291780,Daniel Boloca,https://media.api-sports.io/football/players/291780.png,15.0,24.0,M,6.9,False,True,0,23.0,23,0,0,0,0,,1.0,,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,
