fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_saves,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,tackles_interceptions,duels_total,duels_won,dribbles_past,fouls_committed,shots_total,tackles_blocks,fouls_drawn,dribbles_attempts,dribbles_success,shots_on,goals_total,goals_assists,passes_key,penalty_won,penalty_commited,offsides
587216,VfL Wolfsburg,161,7541,João Victor,https://media.api-sports.io/football/players/7541.png,23.0,40,M,6.5,False,True,0,,3.0,,0,0,0,0,,,,3.0,1.0,1.0,1.0,,,,,,,,,1.0,,,
587216,VfL Wolfsburg,161,148284,Bartosz Bialek,https://media.api-sports.io/football/players/148284.png,,21,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587216,VfL Wolfsburg,161,25415,Daniel Ginczek,https://media.api-sports.io/football/players/25415.png,,33,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587216,Arminia Bielefeld,188,25004,Stefan Ortega,https://media.api-sports.io/football/players/25004.png,90.0,1,G,6.5,False,False,2,2.0,57.0,40,0,0,0,0,0.0,,,1.0,1.0,,,,,1.0,,,,,,,,,
587216,Arminia Bielefeld,188,8579,Nathan De Medina,https://media.api-sports.io/football/players/8579.png,45.0,15,D,6.7,False,False,0,,28.0,19,0,0,0,0,,2.0,2.0,7.0,4.0,,,,,,2.0,1.0,,,,1.0,,,
587216,Arminia Bielefeld,188,25011,Amos Pieper,https://media.api-sports.io/football/players/25011.png,90.0,2,D,7.5,False,False,0,,70.0,54,0,0,0,0,,2.0,1.0,13.0,8.0,,1.0,,,1.0,,,,,,,,,
587216,Arminia Bielefeld,188,19322,Mike Van der Hoorn,https://media.api-sports.io/football/players/19322.png,87.0,6,D,6.9,False,False,0,,65.0,57,0,0,0,0,,2.0,1.0,5.0,5.0,,,,,1.0,,,,,,,,,
587216,Arminia Bielefeld,188,15848,Jacob Laursen,https://media.api-sports.io/football/players/15848.png,90.0,5,D,6.5,False,False,0,,44.0,37,0,0,0,0,,,1.0,7.0,3.0,1.0,,,,2.0,,,,,,,,,
587216,Arminia Bielefeld,188,25016,Manuel Prietl,https://media.api-sports.io/football/players/25016.png,90.0,19,M,6.6,False,False,0,,58.0,48,0,0,0,0,,2.0,,16.0,7.0,3.0,2.0,,,2.0,2.0,2.0,,,,1.0,,,
587216,Arminia Bielefeld,188,25355,Arne Maier,https://media.api-sports.io/football/players/25355.png,45.0,31,M,5.9,False,False,0,,25.0,21,0,0,0,0,,1.0,,3.0,2.0,,,,,1.0,,,,,,,,,
587216,Arminia Bielefeld,188,2598,Ritsu Doan,https://media.api-sports.io/football/players/2598.png,90.0,8,M,6.7,False,False,0,,34.0,25,0,0,0,0,,,1.0,14.0,5.0,2.0,3.0,,,,7.0,5.0,,,1.0,2.0,,,
587216,Arminia Bielefeld,188,24850,Marcel Hartel,https://media.api-sports.io/football/players/24850.png,90.0,30,M,6.9,False,False,0,,56.0,44,0,0,0,0,,1.0,,5.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
587216,Arminia Bielefeld,188,2457,Sergio Córdova,https://media.api-sports.io/football/players/2457.png,77.0,18,M,6.5,False,False,0,,11.0,9,0,0,0,0,,1.0,2.0,12.0,4.0,2.0,,,,,2.0,1.0,,,,,,,
587216,Arminia Bielefeld,188,25025,Fabian Klos,https://media.api-sports.io/football/players/25025.png,90.0,9,F,6.5,True,False,0,,19.0,11,1,0,0,0,,,,15.0,4.0,1.0,2.0,,,2.0,,,,,,,,,
587216,Arminia Bielefeld,188,48135,Oscar Linnér,https://media.api-sports.io/football/players/48135.png,,34,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587216,Arminia Bielefeld,188,25010,Anderson-Lenda Lucoqu,https://media.api-sports.io/football/players/25010.png,,23,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587216,Arminia Bielefeld,188,48065,Joakim Nilsson,https://media.api-sports.io/football/players/48065.png,,4,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587216,Arminia Bielefeld,188,25499,Fabian Kunze,https://media.api-sports.io/football/players/25499.png,,16,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587216,Arminia Bielefeld,188,25005,Brian Behrendt,https://media.api-sports.io/football/players/25005.png,45.0,3,D,6.7,False,True,0,,36.0,25,0,0,0,0,,,,5.0,2.0,1.0,,1.0,,,,,,,,,,,
587216,Arminia Bielefeld,188,25018,Nils Seufert,https://media.api-sports.io/football/players/25018.png,45.0,20,M,6.9,False,True,0,,25.0,24,0,0,0,0,,2.0,,8.0,5.0,1.0,1.0,,,1.0,1.0,,,,,2.0,,,
587216,Arminia Bielefeld,188,25023,Reinhold Yabo,https://media.api-sports.io/football/players/25023.png,,10,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587216,Arminia Bielefeld,188,25014,Jóan Edmundsson,https://media.api-sports.io/football/players/25014.png,8.0,14,M,6.3,False,True,0,,2.0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,
587216,Arminia Bielefeld,188,25029,Sven Schipplock,https://media.api-sports.io/football/players/25029.png,13.0,36,F,7.5,False,True,0,,3.0,,0,0,0,0,,,,2.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,
587219,Werder Bremen,162,25310,Jiří Pavlenka,https://media.api-sports.io/football/players/25310.png,90.0,1,G,7,False,False,1,3.0,29.0,18,0,0,0,0,0.0,,,2.0,2.0,,,,,,1.0,1.0,,,,,,,
587219,Werder Bremen,162,2821,Miloš Veljković,https://media.api-sports.io/football/players/2821.png,90.0,13,D,6.7,False,False,0,,56.0,45,0,0,0,0,,,1.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,
587219,Werder Bremen,162,25317,Niklas Moisander,https://media.api-sports.io/football/players/25317.png,90.0,18,D,7.3,True,False,0,,92.0,87,0,0,0,0,,4.0,,10.0,7.0,2.0,1.0,,1.0,,,,,,,,,,
587219,Werder Bremen,162,25314,Marco Friedl,https://media.api-sports.io/football/players/25314.png,90.0,32,D,6.9,False,False,0,,79.0,67,1,0,0,0,,1.0,1.0,7.0,3.0,,3.0,,,1.0,,,,,,,,,
587219,Werder Bremen,162,25315,Theodor Gebre Selassie,https://media.api-sports.io/football/players/25315.png,90.0,23,M,6.9,False,False,0,,29.0,21,1,0,0,0,,2.0,2.0,10.0,4.0,1.0,3.0,,,1.0,,,,,1.0,1.0,,,
587219,Werder Bremen,162,2917,Maximilian Eggestein,https://media.api-sports.io/football/players/2917.png,90.0,35,M,7.3,False,False,0,,32.0,23,0,0,0,0,,1.0,,13.0,9.0,2.0,,1.0,,7.0,1.0,1.0,1.0,1.0,,,,,
587219,Werder Bremen,162,88033,Christian Groß,https://media.api-sports.io/football/players/88033.png,71.0,36,M,6.6,False,False,0,,37.0,28,0,0,0,0,,1.0,,3.0,3.0,,,,1.0,,1.0,1.0,,,,,,,
587219,Werder Bremen,162,25322,Jean-Manuel Mbom,https://media.api-sports.io/football/players/25322.png,90.0,34,M,6.9,False,False,0,,17.0,11,0,0,0,0,,2.0,,14.0,10.0,1.0,,,,3.0,3.0,1.0,,,,1.0,,,
587219,Werder Bremen,162,25332,Josh Sargent,https://media.api-sports.io/football/players/25332.png,90.0,19,F,6.9,False,False,0,,27.0,18,0,0,0,0,,1.0,1.0,8.0,5.0,,,,,2.0,1.0,1.0,,,,,,,
587219,Werder Bremen,162,716,Leonardo Bittencourt,https://media.api-sports.io/football/players/716.png,90.0,10,F,6.9,False,False,0,,22.0,16,0,0,0,0,,4.0,1.0,10.0,6.0,,1.0,3.0,,1.0,1.0,,,,,,,,
587219,Werder Bremen,162,25391,Niclas Füllkrug,https://media.api-sports.io/football/players/25391.png,37.0,11,F,6.5,False,False,0,,11.0,7,0,0,0,0,,,,5.0,1.0,,1.0,,,,,,,,,,,,
587219,Werder Bremen,162,25309,Stefanos Kapino,https://media.api-sports.io/football/players/25309.png,,27,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587219,Werder Bremen,162,12,Ömer Toprak,https://media.api-sports.io/football/players/12.png,,21,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587219,Werder Bremen,162,7562,Romano Schmid,https://media.api-sports.io/football/players/7562.png,,20,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587219,Werder Bremen,162,906,Tahith Chong,https://media.api-sports.io/football/players/906.png,3.0,22,M,,False,True,0,,3.0,3,0,0,0,0,,,,1.0,1.0,,,,,1.0,,,,,,,,,
587219,Werder Bremen,162,129142,Ilia Gruev,https://media.api-sports.io/football/players/129142.png,,28,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587219,Werder Bremen,162,25323,Kevin Möhwald,https://media.api-sports.io/football/players/25323.png,19.0,6,M,6.7,False,True,0,,10.0,10,0,0,0,0,,,,1.0,,,,,1.0,,,,,,,,,,
587219,Werder Bremen,162,25324,Milot Rashica,https://media.api-sports.io/football/players/25324.png,,7,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587219,Werder Bremen,162,25330,Yuya Osako,https://media.api-sports.io/football/players/25330.png,50.0,8,F,7,False,True,0,,7.0,6,0,0,0,0,,,,9.0,6.0,,1.0,1.0,,2.0,2.0,2.0,1.0,,,,,,
587219,Werder Bremen,162,158054,Nick Woltemade,https://media.api-sports.io/football/players/158054.png,,41,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587219,1899 Hoffenheim,167,24975,Philipp Pentke,https://media.api-sports.io/football/players/24975.png,90.0,12,G,6.5,False,False,1,1.0,24.0,17,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
587219,1899 Hoffenheim,167,711,Stefan Posch,https://media.api-sports.io/football/players/711.png,90.0,38,D,6.3,False,False,0,,60.0,46,1,0,0,0,,2.0,,18.0,6.0,1.0,3.0,,,1.0,4.0,,,,,2.0,,,
587219,1899 Hoffenheim,167,713,Kevin Vogt,https://media.api-sports.io/football/players/713.png,90.0,22,D,6.3,True,False,0,,58.0,51,0,0,0,0,,,,4.0,2.0,1.0,1.0,,,1.0,,,,,,,,,
587219,1899 Hoffenheim,167,25366,Kevin Akpoguma,https://media.api-sports.io/football/players/25366.png,90.0,25,D,7,False,False,0,,59.0,53,0,0,0,0,,1.0,1.0,10.0,6.0,1.0,2.0,,,1.0,1.0,1.0,,,,1.0,,,
587219,1899 Hoffenheim,167,416,Sebastian Rudy,https://media.api-sports.io/football/players/416.png,90.0,16,M,6.9,False,False,0,,28.0,22,0,0,0,0,,1.0,,7.0,2.0,2.0,2.0,1.0,,1.0,,,1.0,,1.0,1.0,,,
587219,1899 Hoffenheim,167,718,Dennis Geiger,https://media.api-sports.io/football/players/718.png,90.0,8,M,7.5,False,False,0,,44.0,40,0,0,0,0,,,2.0,2.0,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,
587219,1899 Hoffenheim,167,1094,Diadie Samassekou,https://media.api-sports.io/football/players/1094.png,90.0,18,M,7,False,False,0,,56.0,43,0,0,0,0,,2.0,2.0,13.0,6.0,,4.0,1.0,,,1.0,1.0,,,,,,,
587219,1899 Hoffenheim,167,1298,Robert Skov,https://media.api-sports.io/football/players/1298.png,86.0,29,M,6.9,False,False,0,,50.0,38,0,0,0,0,,1.0,2.0,7.0,3.0,1.0,1.0,3.0,,1.0,3.0,1.0,,,,1.0,,,
587219,1899 Hoffenheim,167,1097,Munas Dabbur,https://media.api-sports.io/football/players/1097.png,77.0,10,F,6.9,False,False,0,,18.0,13,0,0,0,0,,,,7.0,3.0,,1.0,2.0,,1.0,3.0,2.0,1.0,,,4.0,,,
587219,1899 Hoffenheim,167,22,Jacob Bruun Larsen,https://media.api-sports.io/football/players/22.png,59.0,7,F,6.7,False,False,0,,12.0,10,0,0,0,0,,,,2.0,,,1.0,,,,,,,,,1.0,,,
587219,1899 Hoffenheim,167,715,Christoph Baumgartner,https://media.api-sports.io/football/players/715.png,77.0,14,F,6.3,False,False,0,,23.0,18,0,0,0,0,,1.0,,11.0,3.0,,2.0,1.0,,1.0,3.0,,,,,,,,
587219,1899 Hoffenheim,167,163066,Luca Philipp,https://media.api-sports.io/football/players/163066.png,,37,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587219,1899 Hoffenheim,167,162718,Melayro Bogarde,https://media.api-sports.io/football/players/162718.png,,32,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587219,1899 Hoffenheim,167,706,Joshua Brenet,https://media.api-sports.io/football/players/706.png,,2,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587219,1899 Hoffenheim,167,1818,Mijat Gaćinović,https://media.api-sports.io/football/players/1818.png,13.0,20,M,6.3,False,True,0,,3.0,2,1,0,0,0,,,1.0,2.0,1.0,,,,,,2.0,1.0,,,,,,,
587219,1899 Hoffenheim,167,19032,Ryan Sessegnon,https://media.api-sports.io/football/players/19032.png,4.0,17,D,,False,True,0,,1.0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,
587219,1899 Hoffenheim,167,25389,Ihlas Bebou,https://media.api-sports.io/football/players/25389.png,,9,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587219,1899 Hoffenheim,167,24993,Sargis Adamyan,https://media.api-sports.io/football/players/24993.png,13.0,23,F,6.9,False,True,0,,2.0,1,0,0,0,0,,,,6.0,3.0,1.0,1.0,,,2.0,1.0,1.0,,,,1.0,,,
587219,1899 Hoffenheim,167,724,Ishak Belfodil,https://media.api-sports.io/football/players/724.png,,19,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587219,1899 Hoffenheim,167,7539,João Klauss,https://media.api-sports.io/football/players/7539.png,31.0,33,F,6.7,False,True,0,,10.0,10,0,0,0,0,,1.0,,6.0,2.0,,1.0,1.0,,,,,1.0,,,,,,
587215,Bayer Leverkusen,168,963,Lukáš Hrádecký,https://media.api-sports.io/football/players/963.png,90.0,1,G,6.6,False,False,1,2.0,36.0,25,0,0,0,0,0.0,,,,,,,,,,,,,,,1.0,,,
587215,Bayer Leverkusen,168,977,Lars Bender,https://media.api-sports.io/football/players/977.png,36.0,8,D,6.9,True,False,0,,36.0,32,0,0,0,0,,1.0,,3.0,2.0,,,,,1.0,,,,,,,,,
587215,Bayer Leverkusen,168,966,Sven Bender,https://media.api-sports.io/football/players/966.png,90.0,5,D,6.6,False,False,0,,121.0,109,0,0,0,0,,1.0,1.0,7.0,4.0,,2.0,,,,,,,,,,,,
587215,Bayer Leverkusen,168,41150,Edmond Tapsoba,https://media.api-sports.io/football/players/41150.png,90.0,12,D,6.9,False,False,0,,131.0,122,0,0,0,0,,,,6.0,2.0,1.0,1.0,,,,1.0,,,,,1.0,,,
587215,Bayer Leverkusen,168,536,Daley Sinkgraven,https://media.api-sports.io/football/players/536.png,90.0,22,D,7.7,False,False,0,,74.0,63,0,0,0,0,,1.0,4.0,10.0,5.0,,1.0,,1.0,1.0,3.0,3.0,,,,3.0,,,
587215,Bayer Leverkusen,168,6002,Exequiel Palacios,https://media.api-sports.io/football/players/6002.png,63.0,25,M,6.6,False,False,0,,42.0,36,0,0,0,0,,,,5.0,3.0,,,1.0,,2.0,,,,,,1.0,,,
587215,Bayer Leverkusen,168,975,Julian Baumgartlinger,https://media.api-sports.io/football/players/975.png,90.0,15,M,7.3,False,False,0,,48.0,44,0,0,0,0,,5.0,2.0,6.0,6.0,,,,,,,,,,,1.0,,,
587215,Bayer Leverkusen,168,714,Nadiem Amiri,https://media.api-sports.io/football/players/714.png,90.0,11,M,7.7,False,False,0,,49.0,43,0,0,0,0,,2.0,,7.0,3.0,1.0,2.0,1.0,,,1.0,1.0,1.0,,1.0,3.0,,,
587215,Bayer Leverkusen,168,983,Leon Bailey,https://media.api-sports.io/football/players/983.png,90.0,9,F,6.7,False,False,0,,34.0,27,0,0,0,0,,,,14.0,2.0,2.0,1.0,4.0,,1.0,2.0,,1.0,,1.0,1.0,,,
587215,Bayer Leverkusen,168,982,Lucas Alario,https://media.api-sports.io/football/players/982.png,81.0,13,F,8.5,False,False,0,,21.0,16,1,0,1,0,,,1.0,14.0,3.0,,4.0,5.0,,,1.0,1.0,3.0,2.0,,,,,
587215,Bayer Leverkusen,168,277,Moussa Diaby,https://media.api-sports.io/football/players/277.png,90.0,19,F,7.5,False,False,0,,39.0,32,0,0,0,0,,,1.0,9.0,3.0,2.0,1.0,1.0,,1.0,4.0,2.0,1.0,1.0,,2.0,,,
587215,Bayer Leverkusen,168,25168,Niklas Lomb,https://media.api-sports.io/football/players/25168.png,,36,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587215,Bayer Leverkusen,168,970,Wendell,https://media.api-sports.io/football/players/970.png,,18,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587215,Bayer Leverkusen,168,973,Mitchell Weiser,https://media.api-sports.io/football/players/973.png,,23,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587215,Bayer Leverkusen,168,972,Jonathan Tah,https://media.api-sports.io/football/players/972.png,,4,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587215,Bayer Leverkusen,168,969,Tin Jedvaj,https://media.api-sports.io/football/players/969.png,,16,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587215,Bayer Leverkusen,168,968,Aleksandar Dragović,https://media.api-sports.io/football/players/968.png,54.0,6,D,6.6,False,True,0,,57.0,55,0,0,0,0,,,,1.0,,,1.0,,,,,,,,,,,,
587215,Bayer Leverkusen,168,976,Karim Bellarabi,https://media.api-sports.io/football/players/976.png,9.0,38,F,6.7,False,True,0,,2.0,2,0,0,0,0,,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,
587215,Bayer Leverkusen,168,717,Kerem Demirbay,https://media.api-sports.io/football/players/717.png,,10,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587215,Bayer Leverkusen,168,203224,Florian Wirtz,https://media.api-sports.io/football/players/203224.png,27.0,27,M,6.3,False,True,0,,11.0,10,0,0,0,0,,,,3.0,,,,1.0,,,1.0,,1.0,,,,,,
587215,FC Augsburg,170,24837,Rafał Gikiewicz,https://media.api-sports.io/football/players/24837.png,90.0,1,G,6.5,False,False,3,4.0,35.0,28,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
587215,FC Augsburg,170,25288,Raphael Framberger,https://media.api-sports.io/football/players/25288.png,81.0,32,D,6.3,False,False,0,,17.0,11,1,0,0,0,,,1.0,8.0,6.0,,2.0,,,3.0,2.0,2.0,,,,,,1.0,
587215,FC Augsburg,170,25290,Jeffrey Gouweleeuw,https://media.api-sports.io/football/players/25290.png,90.0,6,D,6.3,True,False,0,,54.0,42,0,0,0,0,,1.0,2.0,5.0,3.0,,,,,1.0,1.0,,,,,1.0,,,
587215,FC Augsburg,170,25406,Felix Uduokhai,https://media.api-sports.io/football/players/25406.png,90.0,19,D,6.3,False,False,0,,61.0,49,0,0,0,0,,,1.0,10.0,8.0,,1.0,,,2.0,,,,,,,,,
587215,FC Augsburg,170,10375,Iago,https://media.api-sports.io/football/players/10375.png,90.0,22,D,6.3,False,False,0,,33.0,21,0,0,0,0,,4.0,2.0,10.0,8.0,,1.0,,,1.0,1.0,1.0,,,,,,,
587215,FC Augsburg,170,25298,André Hahn,https://media.api-sports.io/football/players/25298.png,45.0,28,M,6.5,False,False,0,,7.0,2,0,0,0,0,,,,3.0,2.0,,,,,,,,,,,,,,
587215,FC Augsburg,170,25300,Rani Khedira,https://media.api-sports.io/football/players/25300.png,81.0,8,M,6.3,False,False,0,,26.0,21,0,0,0,0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
587215,FC Augsburg,170,2577,Carlos Gruezo,https://media.api-sports.io/football/players/2577.png,90.0,25,M,6.6,False,False,0,,40.0,31,0,0,0,0,,5.0,,10.0,5.0,2.0,1.0,1.0,,,,,,,,,,,
587215,FC Augsburg,170,410,Daniel Caligiuri,https://media.api-sports.io/football/players/410.png,90.0,20,M,7.9,False,False,0,,37.0,25,0,0,0,0,,2.0,2.0,15.0,10.0,3.0,2.0,1.0,,4.0,1.0,1.0,1.0,1.0,,1.0,,,
587215,FC Augsburg,170,25297,Michael Gregoritsch,https://media.api-sports.io/football/players/25297.png,45.0,11,F,6.5,False,False,0,,13.0,9,0,0,0,0,,1.0,,8.0,2.0,,,1.0,,,2.0,1.0,1.0,,,,,,
587215,FC Augsburg,170,26257,Florian Niederlechner,https://media.api-sports.io/football/players/26257.png,74.0,7,F,6.9,False,False,0,,11.0,6,0,0,0,0,,,,3.0,2.0,,,1.0,,2.0,,,1.0,,,1.0,,,
587215,FC Augsburg,170,2192,Tomáš Koubek,https://media.api-sports.io/football/players/2192.png,,40,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587215,FC Augsburg,170,48377,Marek Suchý,https://media.api-sports.io/football/players/48377.png,,5,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587215,FC Augsburg,170,3001,Robert Gumny,https://media.api-sports.io/football/players/3001.png,9.0,2,D,6.3,False,True,0,,6.0,3,0,0,0,0,,,1.0,,,,,,,,,,,,,,,,
587215,FC Augsburg,170,25293,Reece Oxford,https://media.api-sports.io/football/players/25293.png,,36,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587215,FC Augsburg,170,25307,Marco Richter,https://media.api-sports.io/football/players/25307.png,9.0,23,M,6.5,False,True,0,,3.0,2,0,0,0,0,,,,2.0,1.0,,,,,,1.0,,,,,,,,
587215,FC Augsburg,170,25640,Tobias Strobl,https://media.api-sports.io/football/players/25640.png,16.0,33,M,5.9,False,True,0,,2.0,2,0,0,0,0,,,,3.0,,1.0,,,,,,,,,,,,,
587215,FC Augsburg,170,15901,Mads Pedersen,https://media.api-sports.io/football/players/15901.png,,3,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587215,FC Augsburg,170,25299,Fredrik Jensen,https://media.api-sports.io/football/players/25299.png,45.0,24,M,6.7,False,True,0,,8.0,5,0,0,0,0,,1.0,,2.0,2.0,,,,,,1.0,1.0,,,,,,,
587215,FC Augsburg,170,48471,Ruben Vargas,https://media.api-sports.io/football/players/48471.png,45.0,16,M,7.2,False,True,0,,9.0,7,1,0,0,0,,2.0,,7.0,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,2.0,,,
587226,FC Schalke 04,174,1798,Frederik Rønnow,https://media.api-sports.io/football/players/1798.png,90.0,23,G,7.9,False,False,1,7.0,28.0,26,0,0,0,0,0.0,,,1.0,1.0,,,,,1.0,,,,,,,,,
587226,FC Schalke 04,174,163189,Malick Thiaw,https://media.api-sports.io/football/players/163189.png,90.0,33,D,7.9,False,False,0,,57.0,50,0,0,0,0,,2.0,2.0,7.0,5.0,,,2.0,,1.0,,,2.0,1.0,,,,,
587226,FC Schalke 04,174,406,Salif Sané,https://media.api-sports.io/football/players/406.png,90.0,26,D,7,False,False,0,,69.0,60,1,0,0,0,,4.0,2.0,12.0,8.0,2.0,2.0,1.0,1.0,1.0,,,,,,1.0,,1.0,
587226,FC Schalke 04,174,403,Matija Nastasić,https://media.api-sports.io/football/players/403.png,70.0,5,D,6.9,False,False,0,,35.0,33,0,0,0,0,,,2.0,3.0,,1.0,1.0,,2.0,,,,,,,,,,
587226,FC Schalke 04,174,414,Omar Mascarell,https://media.api-sports.io/football/players/414.png,90.0,6,M,6.6,True,False,0,,40.0,38,1,0,0,0,,3.0,,10.0,3.0,3.0,1.0,,3.0,,1.0,,,,,,,,
587226,FC Schalke 04,174,7341,Kilian Ludewig,https://media.api-sports.io/football/players/7341.png,90.0,2,M,6.5,False,False,0,,28.0,25,0,0,0,0,,2.0,,14.0,5.0,3.0,3.0,,,,2.0,2.0,,,,1.0,,,
587226,FC Schalke 04,174,412,Amine Harit,https://media.api-sports.io/football/players/412.png,90.0,25,M,7.7,False,False,0,,41.0,27,0,0,0,0,,,,29.0,18.0,3.0,1.0,,,6.0,14.0,11.0,,,1.0,3.0,,,
587226,FC Schalke 04,174,203162,Can Bozdoğan,https://media.api-sports.io/football/players/203162.png,84.0,40,M,6.3,False,False,0,,26.0,20,0,0,0,0,,3.0,1.0,13.0,6.0,2.0,1.0,1.0,,2.0,3.0,1.0,,,,,,,
587226,FC Schalke 04,174,404,Bastian Oczipka,https://media.api-sports.io/football/players/404.png,90.0,24,M,6.9,False,False,0,,30.0,20,0,0,0,0,,4.0,2.0,16.0,8.0,3.0,,,,,3.0,1.0,,,,1.0,,,
587226,FC Schalke 04,174,1830,Gonçalo Paciência,https://media.api-sports.io/football/players/1830.png,90.0,18,F,6.6,False,False,0,,16.0,9,0,0,0,0,,3.0,1.0,12.0,7.0,3.0,1.0,,1.0,1.0,,,,,,,,,
587226,FC Schalke 04,174,426,Mark Uth,https://media.api-sports.io/football/players/426.png,84.0,7,F,7.2,False,False,0,,25.0,19,0,0,0,0,,2.0,,13.0,9.0,1.0,1.0,1.0,,2.0,3.0,2.0,,,,1.0,,,
587226,FC Schalke 04,174,397,Michael Langer,https://media.api-sports.io/football/players/397.png,,34,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587226,FC Schalke 04,174,407,Benjamin Stambouli,https://media.api-sports.io/football/players/407.png,,17,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587226,FC Schalke 04,174,402,Hamza Mendyl,https://media.api-sports.io/football/players/402.png,,3,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587226,FC Schalke 04,174,409,Nabil Bentaleb,https://media.api-sports.io/football/players/409.png,20.0,10,M,7,False,True,0,,11.0,9,0,0,0,0,,3.0,1.0,4.0,3.0,,,,,,,,,,,,,,
587226,FC Schalke 04,174,417,Alessandro Schöpf,https://media.api-sports.io/football/players/417.png,10.0,28,M,6.7,False,True,0,,,,0,0,0,0,,,1.0,,,,,,,,,,,,,,,,
587226,FC Schalke 04,174,424,Steven Skrzybski,https://media.api-sports.io/football/players/424.png,,22,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587226,FC Schalke 04,174,25467,Benito Raman,https://media.api-sports.io/football/players/25467.png,10.0,9,F,6.7,False,True,0,,,,0,0,0,0,,,,,,,,1.0,,,,,,,,,,,
587226,FC Schalke 04,174,423,Rabbi Matondo,https://media.api-sports.io/football/players/423.png,,14,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587226,FC Schalke 04,174,25359,Vedad Ibišević,https://media.api-sports.io/football/players/25359.png,,11,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
587226,VfB Stuttgart,172,25282,Gregor Kobel,https://media.api-sports.io/football/players/25282.png,90.0,1,G,6.7,False,False,1,1.0,24.0,20,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
587226,VfB Stuttgart,172,26244,Pascal Stenzel,https://media.api-sports.io/football/players/26244.png,90.0,15,D,7.2,False,False,0,,80.0,68,0,0,0,0,,4.0,3.0,11.0,6.0,1.0,1.0,1.0,,,,,1.0,,,,,,
587226,VfB Stuttgart,172,24963,Atakan Karazor,https://media.api-sports.io/football/players/24963.png,90.0,16,D,6.7,False,False,0,,55.0,50,0,0,0,0,,,1.0,7.0,2.0,1.0,1.0,,,1.0,,,,,,,,,
